"Simulation" "Statistic" "Tool" "Value"
"2364" "RSEMsim" "recall" "Sailfish_recall" 0.953679653679654
"2365" "RSEMsim" "recall" "eXpress_recall" 0.997402597402597
"2366" "RSEMsim" "recall" "Kallisto_recall" 0.948917748917749
"2367" "RSEMsim" "recall" "RSEM_recall" 0.956663408276311
"2368" "RSEMsim" "recall" "Salmon_align_recall" 0.956011730205279
"2369" "RSEMsim" "recall" "Salmon_quasi_recall" 0.953730856956663
"2370" "RSEMsim" "recall" "Salmon_SMEM_recall" 0.954382535027696
"2371" "RSEMsim" "recall" "Sailfish_recall" 0.956989247311828
"2372" "RSEMsim" "recall" "eXpress_recall" 0.996741609644835
"2373" "RSEMsim" "recall" "Kallisto_recall" 0.953079178885631
"2374" "RSEMsim" "recall" "RSEM_recall" 0.952108963093146
"2375" "RSEMsim" "recall" "Salmon_align_recall" 0.953427065026362
"2376" "RSEMsim" "recall" "Salmon_quasi_recall" 0.952548330404218
"2377" "RSEMsim" "recall" "Salmon_SMEM_recall" 0.95298769771529
"2378" "RSEMsim" "recall" "Sailfish_recall" 0.95298769771529
"2379" "RSEMsim" "recall" "eXpress_recall" 0.995166959578207
"2380" "RSEMsim" "recall" "Kallisto_recall" 0.949912126537786
"2381" "RSEMsim" "recall" "RSEM_recall" 0.962132687064526
"2382" "RSEMsim" "recall" "Salmon_align_recall" 0.960920933050591
"2383" "RSEMsim" "recall" "Salmon_quasi_recall" 0.960012117540139
"2384" "RSEMsim" "recall" "Salmon_SMEM_recall" 0.959103302029688
"2385" "RSEMsim" "recall" "Sailfish_recall" 0.961829748561042
"2386" "RSEMsim" "recall" "eXpress_recall" 0.996364737958194
"2387" "RSEMsim" "recall" "Kallisto_recall" 0.958800363526204
"2388" "RSEMsim" "recall" "RSEM_recall" 0.952599929253626
"2389" "RSEMsim" "recall" "Salmon_align_recall" 0.954014856738592
"2390" "RSEMsim" "recall" "Salmon_quasi_recall" 0.953307392996109
"2391" "RSEMsim" "recall" "Salmon_SMEM_recall" 0.954014856738592
"2392" "RSEMsim" "recall" "Sailfish_recall" 0.956490979837283
"2393" "RSEMsim" "recall" "eXpress_recall" 0.99327909444641
"2394" "RSEMsim" "recall" "Kallisto_recall" 0.953307392996109
"2395" "RSEMsim" "recall" "RSEM_recall" 0.964343598055105
"2396" "RSEMsim" "recall" "Salmon_align_recall" 0.96515397082658
"2397" "RSEMsim" "recall" "Salmon_quasi_recall" 0.957455429497569
"2398" "RSEMsim" "recall" "Salmon_SMEM_recall" 0.959886547811994
"2399" "RSEMsim" "recall" "Sailfish_recall" 0.958265802269044
"2400" "RSEMsim" "recall" "eXpress_recall" 0.997568881685575
"2401" "RSEMsim" "recall" "Kallisto_recall" 0.956645056726094
"2402" "RSEMsim" "recall" "RSEM_recall" 0.95177304964539
"2403" "RSEMsim" "recall" "Salmon_align_recall" 0.95531914893617
"2404" "RSEMsim" "recall" "Salmon_quasi_recall" 0.952127659574468
"2405" "RSEMsim" "recall" "Salmon_SMEM_recall" 0.952127659574468
"2406" "RSEMsim" "recall" "Sailfish_recall" 0.952482269503546
"2407" "RSEMsim" "recall" "eXpress_recall" 0.99645390070922
"2408" "RSEMsim" "recall" "Kallisto_recall" 0.951418439716312
"2409" "RSEMsim" "recall" "RSEM_recall" 0.960676366496264
"2410" "RSEMsim" "recall" "Salmon_align_recall" 0.955957530475816
"2411" "RSEMsim" "recall" "Salmon_quasi_recall" 0.954384585135666
"2412" "RSEMsim" "recall" "Salmon_SMEM_recall" 0.957530475815965
"2413" "RSEMsim" "recall" "Sailfish_recall" 0.957530475815965
"2414" "RSEMsim" "recall" "eXpress_recall" 0.994494691309477
"2415" "RSEMsim" "recall" "Kallisto_recall" 0.954777821470704
"2416" "RSEMsim" "recall" "RSEM_recall" 0.958612975391499
"2417" "RSEMsim" "recall" "Salmon_align_recall" 0.958240119313945
"2418" "RSEMsim" "recall" "Salmon_quasi_recall" 0.956375838926175
"2419" "RSEMsim" "recall" "Salmon_SMEM_recall" 0.959731543624161
"2420" "RSEMsim" "recall" "Sailfish_recall" 0.957494407158837
"2421" "RSEMsim" "recall" "eXpress_recall" 0.996644295302013
"2422" "RSEMsim" "recall" "Kallisto_recall" 0.957121551081283
"2423" "RSEMsim" "recall" "RSEM_recall" 0.967784448674769
"2424" "RSEMsim" "recall" "Salmon_align_recall" 0.969248791916825
"2425" "RSEMsim" "recall" "Salmon_quasi_recall" 0.967491580026358
"2426" "RSEMsim" "recall" "Salmon_SMEM_recall" 0.968516620295797
"2427" "RSEMsim" "recall" "Sailfish_recall" 0.969395226241031
"2428" "RSEMsim" "recall" "eXpress_recall" 0.998535656757944
"2429" "RSEMsim" "recall" "Kallisto_recall" 0.966905842729536
"2430" "RSEMsim" "recall" "RSEM_recall" 0.954443194600675
"2431" "RSEMsim" "recall" "Salmon_align_recall" 0.956974128233971
"2432" "RSEMsim" "recall" "Salmon_quasi_recall" 0.954161979752531
"2433" "RSEMsim" "recall" "Salmon_SMEM_recall" 0.954443194600675
"2434" "RSEMsim" "recall" "Sailfish_recall" 0.954724409448819
"2435" "RSEMsim" "recall" "eXpress_recall" 0.996906636670416
"2436" "RSEMsim" "recall" "Kallisto_recall" 0.953599550056243
"2437" "RSEMsim" "recall" "RSEM_recall" 0.947187634177759
"2438" "RSEMsim" "recall" "Salmon_align_recall" 0.950622584800343
"2439" "RSEMsim" "recall" "Salmon_quasi_recall" 0.945040790038643
"2440" "RSEMsim" "recall" "Salmon_SMEM_recall" 0.945899527694289
"2441" "RSEMsim" "recall" "Sailfish_recall" 0.949763847144697
"2442" "RSEMsim" "recall" "eXpress_recall" 0.996565049377415
"2443" "RSEMsim" "recall" "Kallisto_recall" 0.945470158866466
"2444" "RSEMsim" "recall" "RSEM_recall" 0.951758793969849
"2445" "RSEMsim" "recall" "Salmon_align_recall" 0.953517587939699
"2446" "RSEMsim" "recall" "Salmon_quasi_recall" 0.947236180904523
"2447" "RSEMsim" "recall" "Salmon_SMEM_recall" 0.948492462311558
"2448" "RSEMsim" "recall" "Sailfish_recall" 0.95251256281407
"2449" "RSEMsim" "recall" "eXpress_recall" 0.996984924623116
"2450" "RSEMsim" "recall" "Kallisto_recall" 0.946482412060301
"2451" "RSEMsim" "recall" "RSEM_recall" 0.956796628029505
"2452" "RSEMsim" "recall" "Salmon_align_recall" 0.961362838075167
"2453" "RSEMsim" "recall" "Salmon_quasi_recall" 0.956094134176326
"2454" "RSEMsim" "recall" "Salmon_SMEM_recall" 0.955040393396558
"2455" "RSEMsim" "recall" "Sailfish_recall" 0.957499121882683
"2456" "RSEMsim" "recall" "eXpress_recall" 0.998243765367053
"2457" "RSEMsim" "recall" "Kallisto_recall" 0.955391640323147
"2458" "RSEMsim" "recall" "RSEM_recall" 0.956223829463266
"2459" "RSEMsim" "recall" "Salmon_align_recall" 0.952036543585839
"2460" "RSEMsim" "recall" "Salmon_quasi_recall" 0.950133231823373
"2461" "RSEMsim" "recall" "Salmon_SMEM_recall" 0.952036543585839
"2462" "RSEMsim" "recall" "Sailfish_recall" 0.953939855348306
"2463" "RSEMsim" "recall" "eXpress_recall" 0.9942900647126
"2464" "RSEMsim" "recall" "Kallisto_recall" 0.949752569470879
"2465" "RSEMsim" "F1" "RSEM_F1" 0.853337717855968
"2466" "RSEMsim" "F1" "Salmon_align_F1" 0.784260515603799
"2467" "RSEMsim" "F1" "Salmon_quasi_F1" 0.874495289367429
"2468" "RSEMsim" "F1" "Salmon_SMEM_F1" 0.876666104268601
"2469" "RSEMsim" "F1" "Sailfish_F1" 0.869347572167529
"2470" "RSEMsim" "F1" "eXpress_F1" 0.451795212765958
"2471" "RSEMsim" "F1" "Kallisto_F1" 0.877299578059072
"2472" "RSEMsim" "F1" "RSEM_F1" 0.865284974093264
"2473" "RSEMsim" "F1" "Salmon_align_F1" 0.78963110667996
"2474" "RSEMsim" "F1" "Salmon_quasi_F1" 0.886427369601795
"2475" "RSEMsim" "F1" "Salmon_SMEM_F1" 0.892143058293438
"2476" "RSEMsim" "F1" "Sailfish_F1" 0.880333564975678
"2477" "RSEMsim" "F1" "eXpress_F1" 0.461195485578933
"2478" "RSEMsim" "F1" "Kallisto_F1" 0.886299831555306
"2479" "RSEMsim" "F1" "RSEM_F1" 0.856364219301058
"2480" "RSEMsim" "F1" "Salmon_align_F1" 0.776097702820587
"2481" "RSEMsim" "F1" "Salmon_quasi_F1" 0.870364292746964
"2482" "RSEMsim" "F1" "Salmon_SMEM_F1" 0.878647214854111
"2483" "RSEMsim" "F1" "Sailfish_F1" 0.866036505867014
"2484" "RSEMsim" "F1" "eXpress_F1" 0.457713908159894
"2485" "RSEMsim" "F1" "Kallisto_F1" 0.871264367816092
"2486" "RSEMsim" "F1" "RSEM_F1" 0.864472260856127
"2487" "RSEMsim" "F1" "Salmon_align_F1" 0.791649033714205
"2488" "RSEMsim" "F1" "Salmon_quasi_F1" 0.883831199620673
"2489" "RSEMsim" "F1" "Salmon_SMEM_F1" 0.889949109414758
"2490" "RSEMsim" "F1" "Sailfish_F1" 0.879448189371375
"2491" "RSEMsim" "F1" "eXpress_F1" 0.46029864896895
"2492" "RSEMsim" "F1" "Kallisto_F1" 0.88596769084574
"2493" "RSEMsim" "F1" "RSEM_F1" 0.863462030171312
"2494" "RSEMsim" "F1" "Salmon_align_F1" 0.787462130039618
"2495" "RSEMsim" "F1" "Salmon_quasi_F1" 0.883794052142015
"2496" "RSEMsim" "F1" "Salmon_SMEM_F1" 0.89029702970297
"2497" "RSEMsim" "F1" "Sailfish_F1" 0.879149377593361
"2498" "RSEMsim" "F1" "eXpress_F1" 0.466192407419719
"2499" "RSEMsim" "F1" "Kallisto_F1" 0.885909568874868
"2500" "RSEMsim" "F1" "RSEM_F1" 0.864607390300231
"2501" "RSEMsim" "F1" "Salmon_align_F1" 0.789924831860741
"2502" "RSEMsim" "F1" "Salmon_quasi_F1" 0.886027235050326
"2503" "RSEMsim" "F1" "Salmon_SMEM_F1" 0.889845605700713
"2504" "RSEMsim" "F1" "Sailfish_F1" 0.877085162423178
"2505" "RSEMsim" "F1" "eXpress_F1" 0.462358427714857
"2506" "RSEMsim" "F1" "Kallisto_F1" 0.885037037037037
"2507" "RSEMsim" "F1" "RSEM_F1" 0.854637140977856
"2508" "RSEMsim" "F1" "Salmon_align_F1" 0.787805370482536
"2509" "RSEMsim" "F1" "Salmon_quasi_F1" 0.872072072072072
"2510" "RSEMsim" "F1" "Salmon_SMEM_F1" 0.877805486284289
"2511" "RSEMsim" "F1" "Sailfish_F1" 0.864467231386536
"2512" "RSEMsim" "F1" "eXpress_F1" 0.462008832521798
"2513" "RSEMsim" "F1" "Kallisto_F1" 0.874632934266998
"2514" "RSEMsim" "F1" "RSEM_F1" 0.869660460021906
"2515" "RSEMsim" "F1" "Salmon_align_F1" 0.800312534881125
"2516" "RSEMsim" "F1" "Salmon_quasi_F1" 0.887562189054726
"2517" "RSEMsim" "F1" "Salmon_SMEM_F1" 0.892215568862275
"2518" "RSEMsim" "F1" "Sailfish_F1" 0.883193691473632
"2519" "RSEMsim" "F1" "eXpress_F1" 0.470677356227511
"2520" "RSEMsim" "F1" "Kallisto_F1" 0.888584247258225
"2521" "RSEMsim" "F1" "RSEM_F1" 0.870842073718909
"2522" "RSEMsim" "F1" "Salmon_align_F1" 0.795737122557726
"2523" "RSEMsim" "F1" "Salmon_quasi_F1" 0.884062404405017
"2524" "RSEMsim" "F1" "Salmon_SMEM_F1" 0.894761242466388
"2525" "RSEMsim" "F1" "Sailfish_F1" 0.879441238991801
"2526" "RSEMsim" "F1" "eXpress_F1" 0.457255856404016
"2527" "RSEMsim" "F1" "Kallisto_F1" 0.887047268262738
"2528" "RSEMsim" "F1" "RSEM_F1" 0.8730080499425
"2529" "RSEMsim" "F1" "Salmon_align_F1" 0.798076923076923
"2530" "RSEMsim" "F1" "Salmon_quasi_F1" 0.891724022158805
"2531" "RSEMsim" "F1" "Salmon_SMEM_F1" 0.894577298753789
"2532" "RSEMsim" "F1" "Sailfish_F1" 0.88585690515807
"2533" "RSEMsim" "F1" "eXpress_F1" 0.462911509640482
"2534" "RSEMsim" "F1" "Kallisto_F1" 0.892586989409985
"2535" "RSEMsim" "F1" "RSEM_F1" 0.85957285957286
"2536" "RSEMsim" "F1" "Salmon_align_F1" 0.79323570432357
"2537" "RSEMsim" "F1" "Salmon_quasi_F1" 0.882616313023165
"2538" "RSEMsim" "F1" "Salmon_SMEM_F1" 0.887802971071149
"2539" "RSEMsim" "F1" "Sailfish_F1" 0.885245901639344
"2540" "RSEMsim" "F1" "eXpress_F1" 0.459824046920821
"2541" "RSEMsim" "F1" "Kallisto_F1" 0.886279115286749
"2542" "RSEMsim" "F1" "RSEM_F1" 0.848952590959206
"2543" "RSEMsim" "F1" "Salmon_align_F1" 0.773635153129161
"2544" "RSEMsim" "F1" "Salmon_quasi_F1" 0.863874345549738
"2545" "RSEMsim" "F1" "Salmon_SMEM_F1" 0.8685692827638
"2546" "RSEMsim" "F1" "Sailfish_F1" 0.860115177410366
"2547" "RSEMsim" "F1" "eXpress_F1" 0.46065077563375
"2548" "RSEMsim" "F1" "Kallisto_F1" 0.865341335333834
"2549" "RSEMsim" "F1" "RSEM_F1" 0.864312600824521
"2550" "RSEMsim" "F1" "Salmon_align_F1" 0.786601307189542
"2551" "RSEMsim" "F1" "Salmon_quasi_F1" 0.878111273792094
"2552" "RSEMsim" "F1" "Salmon_SMEM_F1" 0.879326130745285
"2553" "RSEMsim" "F1" "Sailfish_F1" 0.875159004179538
"2554" "RSEMsim" "F1" "eXpress_F1" 0.46051673944687
"2555" "RSEMsim" "F1" "Kallisto_F1" 0.879809454012459
"2556" "RSEMsim" "F1" "RSEM_F1" 0.848075348075348
"2557" "RSEMsim" "F1" "Salmon_align_F1" 0.771903605454885
"2558" "RSEMsim" "F1" "Salmon_quasi_F1" 0.866316894018888
"2559" "RSEMsim" "F1" "Salmon_SMEM_F1" 0.871838111298482
"2560" "RSEMsim" "F1" "Sailfish_F1" 0.860532889258951
"2561" "RSEMsim" "F1" "eXpress_F1" 0.450636610311
"2562" "RSEMsim" "F1" "Kallisto_F1" 0.867338371116709
"2563" "RSEMsim" "F1" "RSEM_F1" 0.853517447284941
"2564" "RSEMsim" "F1" "Salmon_align_F1" 0.772053872053872
"2565" "RSEMsim" "F1" "Salmon_quasi_F1" 0.86575654152446
"2566" "RSEMsim" "F1" "Salmon_SMEM_F1" 0.874235474006116
"2567" "RSEMsim" "F1" "Sailfish_F1" 0.862316107129385
"2568" "RSEMsim" "F1" "eXpress_F1" 0.463186077643909
"2569" "RSEMsim" "F1" "Kallisto_F1" 0.866578098310875
"2570" "RSEMsim" "F1" "RSEM_F1" 0.85618255793384
"2571" "RSEMsim" "F1" "Salmon_align_F1" 0.7785084202085
"2572" "RSEMsim" "F1" "Salmon_quasi_F1" 0.878402903811252
"2573" "RSEMsim" "F1" "Salmon_SMEM_F1" 0.881473377097009
"2574" "RSEMsim" "F1" "Sailfish_F1" 0.874301172227232
"2575" "RSEMsim" "F1" "eXpress_F1" 0.455659697188176
"2576" "RSEMsim" "F1" "Kallisto_F1" 0.879184861717613
"2577" "RSEMsim" "F1" "RSEM_F1" 0.861306697232684
"2578" "RSEMsim" "F1" "Salmon_align_F1" 0.788096306265889
"2579" "RSEMsim" "F1" "Salmon_quasi_F1" 0.884026258205689
"2580" "RSEMsim" "F1" "Salmon_SMEM_F1" 0.887273956396823
"2581" "RSEMsim" "F1" "Sailfish_F1" 0.876899949891431
"2582" "RSEMsim" "F1" "eXpress_F1" 0.446479679450487
"2583" "RSEMsim" "F1" "Kallisto_F1" 0.883948121947111
"2584" "RSEMsim" "F1" "RSEM_F1" 0.872607030978072
"2585" "RSEMsim" "F1" "Salmon_align_F1" 0.804748917054388
"2586" "RSEMsim" "F1" "Salmon_quasi_F1" 0.890627778765783
"2587" "RSEMsim" "F1" "Salmon_SMEM_F1" 0.896724539108645
"2588" "RSEMsim" "F1" "Sailfish_F1" 0.884696755994358
"2589" "RSEMsim" "F1" "eXpress_F1" 0.470320466132556
"2590" "RSEMsim" "F1" "Kallisto_F1" 0.892094017094017
"2591" "RSEMsim" "F1" "RSEM_F1" 0.884315777235205
"2592" "RSEMsim" "F1" "Salmon_align_F1" 0.801729592912888
"2593" "RSEMsim" "F1" "Salmon_quasi_F1" 0.900690640628721
"2594" "RSEMsim" "F1" "Salmon_SMEM_F1" 0.903195040534096
"2595" "RSEMsim" "F1" "Sailfish_F1" 0.895028929035305
"2596" "RSEMsim" "F1" "eXpress_F1" 0.463547205482689
"2597" "RSEMsim" "F1" "Kallisto_F1" 0.901885891620912
"2598" "RSEMsim" "F1" "RSEM_F1" 0.880823680823681
"2599" "RSEMsim" "F1" "Salmon_align_F1" 0.800374663388362
"2600" "RSEMsim" "F1" "Salmon_quasi_F1" 0.890457516339869
"2601" "RSEMsim" "F1" "Salmon_SMEM_F1" 0.896189224704336
"2602" "RSEMsim" "F1" "Sailfish_F1" 0.885751295336788
"2603" "RSEMsim" "F1" "eXpress_F1" 0.462978723404255
"2604" "RSEMsim" "F1" "Kallisto_F1" 0.892468893254748
"2605" "RSEMsim" "F1" "RSEM_F1" 0.858834412580944
"2606" "RSEMsim" "F1" "Salmon_align_F1" 0.781061114842176
"2607" "RSEMsim" "F1" "Salmon_quasi_F1" 0.883534136546185
"2608" "RSEMsim" "F1" "Salmon_SMEM_F1" 0.886415963161934
"2609" "RSEMsim" "F1" "Sailfish_F1" 0.877605153467222
"2610" "RSEMsim" "F1" "eXpress_F1" 0.462418924074781
"2611" "RSEMsim" "F1" "Kallisto_F1" 0.883747609942639
"2612" "RSEMsim" "F1" "RSEM_F1" 0.867687348912168
"2613" "RSEMsim" "F1" "Salmon_align_F1" 0.806456434015842
"2614" "RSEMsim" "F1" "Salmon_quasi_F1" 0.883996056523168
"2615" "RSEMsim" "F1" "Salmon_SMEM_F1" 0.888962217455865
"2616" "RSEMsim" "F1" "Sailfish_F1" 0.880575069433099
"2617" "RSEMsim" "F1" "eXpress_F1" 0.464941569282137
"2618" "RSEMsim" "F1" "Kallisto_F1" 0.885380693964808
"2619" "RSEMsim" "F1" "RSEM_F1" 0.868790681740322
"2620" "RSEMsim" "F1" "Salmon_align_F1" 0.799748110831234
"2621" "RSEMsim" "F1" "Salmon_quasi_F1" 0.884441350504699
"2622" "RSEMsim" "F1" "Salmon_SMEM_F1" 0.888034934497817
"2623" "RSEMsim" "F1" "Sailfish_F1" 0.879337131020197
"2624" "RSEMsim" "F1" "eXpress_F1" 0.461633119451525
"2625" "RSEMsim" "F1" "Kallisto_F1" 0.885594698290897
"2626" "RSEMsim" "F1" "RSEM_F1" 0.860386879730866
"2627" "RSEMsim" "F1" "Salmon_align_F1" 0.78499425800689
"2628" "RSEMsim" "F1" "Salmon_quasi_F1" 0.8784617592194
"2629" "RSEMsim" "F1" "Salmon_SMEM_F1" 0.880907915529378
"2630" "RSEMsim" "F1" "Sailfish_F1" 0.875089018658311
"2631" "RSEMsim" "F1" "eXpress_F1" 0.470673846601659
"2632" "RSEMsim" "F1" "Kallisto_F1" 0.878735632183908
"2633" "RSEMsim" "F1" "RSEM_F1" 0.865908108886648
"2634" "RSEMsim" "F1" "Salmon_align_F1" 0.799946865037194
"2635" "RSEMsim" "F1" "Salmon_quasi_F1" 0.883330881271149
"2636" "RSEMsim" "F1" "Salmon_SMEM_F1" 0.885028706020904
"2637" "RSEMsim" "F1" "Sailfish_F1" 0.880666861655455
"2638" "RSEMsim" "F1" "eXpress_F1" 0.47744791269175
"2639" "RSEMsim" "F1" "Kallisto_F1" 0.885971382209765
"2640" "RSEMsim" "F1" "RSEM_F1" 0.861384638691107
"2641" "RSEMsim" "F1" "Salmon_align_F1" 0.788568257491676
"2642" "RSEMsim" "F1" "Salmon_quasi_F1" 0.883255086071987
"2643" "RSEMsim" "F1" "Salmon_SMEM_F1" 0.887005649717514
"2644" "RSEMsim" "F1" "Sailfish_F1" 0.87937984496124
"2645" "RSEMsim" "F1" "eXpress_F1" 0.470812788293304
"2646" "RSEMsim" "F1" "Kallisto_F1" 0.886270813697769
"2647" "RSEMsim" "F1" "RSEM_F1" 0.863070539419087
"2648" "RSEMsim" "F1" "Salmon_align_F1" 0.781244671781756
"2649" "RSEMsim" "F1" "Salmon_quasi_F1" 0.882228626320845
"2650" "RSEMsim" "F1" "Salmon_SMEM_F1" 0.887686062246279
"2651" "RSEMsim" "F1" "Sailfish_F1" 0.875809523809524
"2652" "RSEMsim" "F1" "eXpress_F1" 0.456511292647765
"2653" "RSEMsim" "F1" "Kallisto_F1" 0.882817009813354
"2654" "RSEMsim" "F1" "RSEM_F1" 0.861984626135569
"2655" "RSEMsim" "F1" "Salmon_align_F1" 0.786009538950715
"2656" "RSEMsim" "F1" "Salmon_quasi_F1" 0.885729710275328
"2657" "RSEMsim" "F1" "Salmon_SMEM_F1" 0.889691280014443
"2658" "RSEMsim" "F1" "Sailfish_F1" 0.881198715661791
"2659" "RSEMsim" "F1" "eXpress_F1" 0.469380337997456
"2660" "RSEMsim" "F1" "Kallisto_F1" 0.886408640864086
"2661" "RSEMsim" "F1" "RSEM_F1" 0.869647058823529
"2662" "RSEMsim" "F1" "Salmon_align_F1" 0.799538838449344
"2663" "RSEMsim" "F1" "Salmon_quasi_F1" 0.889102872733109
"2664" "RSEMsim" "F1" "Salmon_SMEM_F1" 0.89503477276403
"2665" "RSEMsim" "F1" "Sailfish_F1" 0.882296954314721
"2666" "RSEMsim" "F1" "eXpress_F1" 0.455477003733418
"2667" "RSEMsim" "F1" "Kallisto_F1" 0.891108247422681
"2668" "RSEMsim" "F1" "RSEM_F1" 0.883853228406182
"2669" "RSEMsim" "F1" "Salmon_align_F1" 0.807991696938246
"2670" "RSEMsim" "F1" "Salmon_quasi_F1" 0.905649388468258
"2671" "RSEMsim" "F1" "Salmon_SMEM_F1" 0.910421545667447
"2672" "RSEMsim" "F1" "Sailfish_F1" 0.901117964533539
"2673" "RSEMsim" "F1" "eXpress_F1" 0.488765463266852
"2674" "RSEMsim" "F1" "Kallisto_F1" 0.906895208414492
"2675" "RSEMsim" "F1" "RSEM_F1" 0.85494909030212
"2676" "RSEMsim" "F1" "Salmon_align_F1" 0.795225546426911
"2677" "RSEMsim" "F1" "Salmon_quasi_F1" 0.869609507640068
"2678" "RSEMsim" "F1" "Salmon_SMEM_F1" 0.873335609423011
"2679" "RSEMsim" "F1" "Sailfish_F1" 0.863002185241217
"2680" "RSEMsim" "F1" "eXpress_F1" 0.467225408028231
"2681" "RSEMsim" "F1" "Kallisto_F1" 0.872869802317655
"2682" "RSEMsim" "F1" "RSEM_F1" 0.872411962484516
"2683" "RSEMsim" "F1" "Salmon_align_F1" 0.786477435815659
"2684" "RSEMsim" "F1" "Salmon_quasi_F1" 0.888124547429399
"2685" "RSEMsim" "F1" "Salmon_SMEM_F1" 0.890420899854862
"2686" "RSEMsim" "F1" "Sailfish_F1" 0.881258941344778
"2687" "RSEMsim" "F1" "eXpress_F1" 0.455461435577352
"2688" "RSEMsim" "F1" "Kallisto_F1" 0.88961510530138
"2689" "RSEMsim" "F1" "RSEM_F1" 0.860069335014182
"2690" "RSEMsim" "F1" "Salmon_align_F1" 0.789367234903207
"2691" "RSEMsim" "F1" "Salmon_quasi_F1" 0.867059385448177
"2692" "RSEMsim" "F1" "Salmon_SMEM_F1" 0.873316228351507
"2693" "RSEMsim" "F1" "Sailfish_F1" 0.861286254728878
"2694" "RSEMsim" "F1" "eXpress_F1" 0.457383147339479
"2695" "RSEMsim" "F1" "Kallisto_F1" 0.867804177962048
"2696" "RSEMsim" "F1" "RSEM_F1" 0.865943899500947
"2697" "RSEMsim" "F1" "Salmon_align_F1" 0.792554030604196
"2698" "RSEMsim" "F1" "Salmon_quasi_F1" 0.881278538812785
"2699" "RSEMsim" "F1" "Salmon_SMEM_F1" 0.889085441358571
"2700" "RSEMsim" "F1" "Sailfish_F1" 0.87449956483899
"2701" "RSEMsim" "F1" "eXpress_F1" 0.451753620659571
"2702" "RSEMsim" "F1" "Kallisto_F1" 0.882828993666432
"2703" "RSEMsim" "F1" "RSEM_F1" 0.857142857142857
"2704" "RSEMsim" "F1" "Salmon_align_F1" 0.785934384629328
"2705" "RSEMsim" "F1" "Salmon_quasi_F1" 0.867871485943775
"2706" "RSEMsim" "F1" "Salmon_SMEM_F1" 0.871618893823173
"2707" "RSEMsim" "F1" "Sailfish_F1" 0.869809428284855
"2708" "RSEMsim" "F1" "eXpress_F1" 0.465379083624409
"2709" "RSEMsim" "F1" "Kallisto_F1" 0.869093102754876
"2710" "RSEMsim" "F1" "RSEM_F1" 0.864973800886739
"2711" "RSEMsim" "F1" "Salmon_align_F1" 0.788412174550788
"2712" "RSEMsim" "F1" "Salmon_quasi_F1" 0.876948318293683
"2713" "RSEMsim" "F1" "Salmon_SMEM_F1" 0.880643166357452
"2714" "RSEMsim" "F1" "Sailfish_F1" 0.872201872201872
"2715" "RSEMsim" "F1" "eXpress_F1" 0.46004942339374
"2716" "RSEMsim" "F1" "Kallisto_F1" 0.878289473684211
"2717" "RSEMsim" "F1" "RSEM_F1" 0.868329994536514
"2718" "RSEMsim" "F1" "Salmon_align_F1" 0.792771883289125
"2719" "RSEMsim" "F1" "Salmon_quasi_F1" 0.880029531192322
"2720" "RSEMsim" "F1" "Salmon_SMEM_F1" 0.886988847583643
"2721" "RSEMsim" "F1" "Sailfish_F1" 0.876993583868011
"2722" "RSEMsim" "F1" "eXpress_F1" 0.449276680920753
"2723" "RSEMsim" "F1" "Kallisto_F1" 0.883333333333333
"2724" "RSEMsim" "F1" "RSEM_F1" 0.855702094647013
"2725" "RSEMsim" "F1" "Salmon_align_F1" 0.783472246852279
"2726" "RSEMsim" "F1" "Salmon_quasi_F1" 0.870013891645168
"2727" "RSEMsim" "F1" "Salmon_SMEM_F1" 0.875848303393214
"2728" "RSEMsim" "F1" "Sailfish_F1" 0.86807335831197
"2729" "RSEMsim" "F1" "eXpress_F1" 0.452822739834189
"2730" "RSEMsim" "F1" "Kallisto_F1" 0.874925194494315
"2731" "RSEMsim" "F1" "RSEM_F1" 0.851275917065391
"2732" "RSEMsim" "F1" "Salmon_align_F1" 0.77388939256573
"2733" "RSEMsim" "F1" "Salmon_quasi_F1" 0.873973727422003
"2734" "RSEMsim" "F1" "Salmon_SMEM_F1" 0.878500823723229
"2735" "RSEMsim" "F1" "Sailfish_F1" 0.868078175895766
"2736" "RSEMsim" "F1" "eXpress_F1" 0.457529749692245
"2737" "RSEMsim" "F1" "Kallisto_F1" 0.876853377265239
"2738" "RSEMsim" "F1" "RSEM_F1" 0.850741002117149
"2739" "RSEMsim" "F1" "Salmon_align_F1" 0.791959470501716
"2740" "RSEMsim" "F1" "Salmon_quasi_F1" 0.875949367088608
"2741" "RSEMsim" "F1" "Salmon_SMEM_F1" 0.879084967320261
"2742" "RSEMsim" "F1" "Sailfish_F1" 0.870828848223897
"2743" "RSEMsim" "F1" "eXpress_F1" 0.455371750590802
"2744" "RSEMsim" "F1" "Kallisto_F1" 0.877288381366685
"2745" "RSEMsim" "F1" "RSEM_F1" 0.85738219895288
"2746" "RSEMsim" "F1" "Salmon_align_F1" 0.784785932721713
"2747" "RSEMsim" "F1" "Salmon_quasi_F1" 0.869583687340697
"2748" "RSEMsim" "F1" "Salmon_SMEM_F1" 0.875668735287824
"2749" "RSEMsim" "F1" "Sailfish_F1" 0.864739396497151
"2750" "RSEMsim" "F1" "eXpress_F1" 0.465055802362119
"2751" "RSEMsim" "F1" "Kallisto_F1" 0.870212765957447
"2752" "RSEMsim" "F1" "RSEM_F1" 0.87193098871931
"2753" "RSEMsim" "F1" "Salmon_align_F1" 0.799805518414975
