"Simulation" "Statistic" "Tool" "Value" "ID"
"887" "bias" "nrmse" "Sailfish_nmrse" 59.6 "all"
"888" "bias" "nrmse" "eXpress_nmrse" 51.9 "all"
"889" "bias" "nrmse" "Kallisto_nmrse" 42.6 "all"
"890" "bias" "nrmse" "RSEM_nmrse" 38.9 "all"
"891" "bias" "nrmse" "Salmon_align_nmrse" 53.5 "all"
"892" "bias" "nrmse" "Salmon_quasi_nmrse" 52.5 "all"
"893" "bias" "nrmse" "Salmon_SMEM_nmrse" 52.7 "all"
"894" "bias" "nrmse" "Sailfish_nmrse" 47.2 "all"
"895" "bias" "nrmse" "eXpress_nmrse" 57.8 "all"
"896" "bias" "nrmse" "Kallisto_nmrse" 45.9 "all"
"897" "bias" "nrmse" "RSEM_nmrse" 52.9 "all"
"898" "bias" "nrmse" "Salmon_align_nmrse" 70.4 "all"
"899" "bias" "nrmse" "Salmon_quasi_nmrse" 66.9 "all"
"900" "bias" "nrmse" "Salmon_SMEM_nmrse" 66.6 "all"
"901" "bias" "nrmse" "Sailfish_nmrse" 57.6 "all"
"902" "bias" "nrmse" "eXpress_nmrse" 55.6 "all"
"903" "bias" "nrmse" "Kallisto_nmrse" 46.2 "all"
"904" "bias" "nrmse" "RSEM_nmrse" 39.9 "all"
"905" "bias" "nrmse" "Salmon_align_nmrse" 53.4 "all"
"906" "bias" "nrmse" "Salmon_quasi_nmrse" 49.8 "all"
"907" "bias" "nrmse" "Salmon_SMEM_nmrse" 49.7 "all"
"908" "bias" "nrmse" "Sailfish_nmrse" 43.9 "all"
"909" "bias" "nrmse" "eXpress_nmrse" 52.1 "all"
"910" "bias" "nrmse" "Kallisto_nmrse" 47.2 "all"
"911" "bias" "nrmse" "RSEM_nmrse" 74.8 "all"
"912" "bias" "nrmse" "Salmon_align_nmrse" 77.2 "all"
"913" "bias" "nrmse" "Salmon_quasi_nmrse" 75.8 "all"
"914" "bias" "nrmse" "Salmon_SMEM_nmrse" 75.8 "all"
"915" "bias" "nrmse" "Sailfish_nmrse" 75 "all"
"916" "bias" "nrmse" "eXpress_nmrse" 81 "all"
"917" "bias" "nrmse" "Kallisto_nmrse" 75.6 "all"
"918" "bias" "nrmse" "RSEM_nmrse" 43.1 "all"
"919" "bias" "nrmse" "Salmon_align_nmrse" 51.8 "all"
"920" "bias" "nrmse" "Salmon_quasi_nmrse" 47.8 "all"
"921" "bias" "nrmse" "Salmon_SMEM_nmrse" 47.6 "all"
"922" "bias" "nrmse" "Sailfish_nmrse" 42.9 "all"
"923" "bias" "nrmse" "eXpress_nmrse" 60.3 "all"
"924" "bias" "nrmse" "Kallisto_nmrse" 43.5 "all"
"925" "bias" "nrmse" "RSEM_nmrse" 45.2 "all"
"926" "bias" "nrmse" "Salmon_align_nmrse" 55.7 "all"
"927" "bias" "nrmse" "Salmon_quasi_nmrse" 56.6 "all"
"928" "bias" "nrmse" "Salmon_SMEM_nmrse" 58.6 "all"
"929" "bias" "nrmse" "Sailfish_nmrse" 50.9 "all"
"930" "bias" "nrmse" "eXpress_nmrse" 54.3 "all"
"931" "bias" "nrmse" "Kallisto_nmrse" 42.3 "all"
"932" "bias" "nrmse" "RSEM_nmrse" 41.3 "all"
"933" "bias" "nrmse" "Salmon_align_nmrse" 55.8 "all"
"934" "bias" "nrmse" "Salmon_quasi_nmrse" 52.1 "all"
"935" "bias" "nrmse" "Salmon_SMEM_nmrse" 53.7 "all"
"936" "bias" "nrmse" "Sailfish_nmrse" 44.9 "all"
"937" "bias" "nrmse" "eXpress_nmrse" 82.4 "all"
"938" "bias" "nrmse" "Kallisto_nmrse" 48.9 "all"
"939" "bias" "nrmse" "RSEM_nmrse" 51.8 "all"
"940" "bias" "nrmse" "Salmon_align_nmrse" 52.3 "all"
"941" "bias" "nrmse" "Salmon_quasi_nmrse" 48.9 "all"
"942" "bias" "nrmse" "Salmon_SMEM_nmrse" 48.6 "all"
"943" "bias" "nrmse" "Sailfish_nmrse" 60 "all"
"944" "bias" "nrmse" "eXpress_nmrse" 51.7 "all"
"945" "bias" "nrmse" "Kallisto_nmrse" 44.1 "all"
"946" "bias" "nrmse" "RSEM_nmrse" 39.8 "all"
"947" "bias" "nrmse" "Salmon_align_nmrse" 52.5 "all"
"948" "bias" "nrmse" "Salmon_quasi_nmrse" 50.7 "all"
"949" "bias" "nrmse" "Salmon_SMEM_nmrse" 53 "all"
"950" "bias" "nrmse" "Sailfish_nmrse" 45 "all"
"951" "bias" "nrmse" "eXpress_nmrse" 55.7 "all"
"952" "bias" "nrmse" "Kallisto_nmrse" 46.9 "all"
"953" "bias" "nrmse" "RSEM_nmrse" 50.7 "all"
"954" "bias" "nrmse" "Salmon_align_nmrse" 54.2 "all"
"955" "bias" "nrmse" "Salmon_quasi_nmrse" 55.8 "all"
"956" "bias" "nrmse" "Salmon_SMEM_nmrse" 55.2 "all"
"957" "bias" "nrmse" "Sailfish_nmrse" 46.7 "all"
"958" "bias" "nrmse" "eXpress_nmrse" 61.8 "all"
"959" "bias" "nrmse" "Kallisto_nmrse" 47.7 "all"
"960" "bias" "nrmse" "RSEM_nmrse" 47.1 "all"
"961" "bias" "nrmse" "Salmon_align_nmrse" 62.4 "all"
"962" "bias" "nrmse" "Salmon_quasi_nmrse" 52.6 "all"
"963" "bias" "nrmse" "Salmon_SMEM_nmrse" 53 "all"
"964" "bias" "nrmse" "Sailfish_nmrse" 51.7 "all"
"965" "bias" "nrmse" "eXpress_nmrse" 56.7 "all"
"966" "bias" "nrmse" "Kallisto_nmrse" 54 "all"
"967" "bias" "nrmse" "RSEM_nmrse" 56.5 "all"
"968" "bias" "nrmse" "Salmon_align_nmrse" 53.7 "all"
"969" "bias" "nrmse" "Salmon_quasi_nmrse" 52.1 "all"
"970" "bias" "nrmse" "Salmon_SMEM_nmrse" 52.9 "all"
"971" "bias" "nrmse" "Sailfish_nmrse" 43.6 "all"
"972" "bias" "nrmse" "eXpress_nmrse" 71.8 "all"
"973" "bias" "nrmse" "Kallisto_nmrse" 49.4 "all"
"974" "bias" "nrmse" "RSEM_nmrse" 37.3 "all"
"975" "bias" "nrmse" "Salmon_align_nmrse" 47.5 "all"
"976" "bias" "nrmse" "Salmon_quasi_nmrse" 43.7 "all"
"977" "bias" "nrmse" "Salmon_SMEM_nmrse" 45.8 "all"
"978" "bias" "nrmse" "Sailfish_nmrse" 41.2 "all"
"979" "bias" "nrmse" "eXpress_nmrse" 100.6 "all"
"980" "bias" "nrmse" "Kallisto_nmrse" 42 "all"
"981" "bias" "nrmse" "RSEM_nmrse" 42.2 "all"
"982" "bias" "nrmse" "Salmon_align_nmrse" 51.7 "all"
"983" "bias" "nrmse" "Salmon_quasi_nmrse" 48.5 "all"
"984" "bias" "nrmse" "Salmon_SMEM_nmrse" 48.8 "all"
"985" "bias" "nrmse" "Sailfish_nmrse" 45 "all"
"986" "bias" "nrmse" "eXpress_nmrse" 56.8 "all"
"987" "bias" "nrmse" "Kallisto_nmrse" 46.4 "all"
"988" "bias" "nrmse" "RSEM_nmrse" 61.3 "all"
"989" "bias" "nrmse" "Salmon_align_nmrse" 62.5 "all"
"990" "bias" "nrmse" "Salmon_quasi_nmrse" 61.2 "all"
"991" "bias" "nrmse" "Salmon_SMEM_nmrse" 60.2 "all"
"992" "bias" "nrmse" "Sailfish_nmrse" 62 "all"
"993" "bias" "nrmse" "eXpress_nmrse" 68.7 "all"
"994" "bias" "nrmse" "Kallisto_nmrse" 59.9 "all"
"995" "bias" "nrmse" "RSEM_nmrse" 54.7 "all"
"996" "bias" "nrmse" "Salmon_align_nmrse" 55.9 "all"
"997" "bias" "nrmse" "Salmon_quasi_nmrse" 53.3 "all"
"998" "bias" "nrmse" "Salmon_SMEM_nmrse" 56.7 "all"
"999" "bias" "nrmse" "Sailfish_nmrse" 45 "all"
"1000" "bias" "nrmse" "eXpress_nmrse" 59.2 "all"
"1001" "bias" "nrmse" "Kallisto_nmrse" 47.2 "all"
"1002" "bias" "nrmse" "RSEM_nmrse" 37 "all"
"1003" "bias" "nrmse" "Salmon_align_nmrse" 50.2 "all"
"1004" "bias" "nrmse" "Salmon_quasi_nmrse" 47.5 "all"
"1005" "bias" "nrmse" "Salmon_SMEM_nmrse" 48 "all"
"1006" "bias" "nrmse" "Sailfish_nmrse" 41.8 "all"
"1007" "bias" "nrmse" "eXpress_nmrse" 52.4 "all"
"1008" "bias" "nrmse" "Kallisto_nmrse" 43.8 "all"
"1009" "bias" "nrmse" "RSEM_nmrse" 44 "all"
"1010" "bias" "nrmse" "Salmon_align_nmrse" 60.6 "all"
"1011" "bias" "nrmse" "Salmon_quasi_nmrse" 51.8 "all"
"1012" "bias" "nrmse" "Salmon_SMEM_nmrse" 54.3 "all"
"1013" "bias" "nrmse" "Sailfish_nmrse" 48.6 "all"
"1014" "bias" "nrmse" "eXpress_nmrse" 55.9 "all"
"1015" "bias" "nrmse" "Kallisto_nmrse" 44.2 "all"
"1016" "bias" "nrmse" "RSEM_nmrse" 65 "all"
"1017" "bias" "nrmse" "Salmon_align_nmrse" 66.2 "all"
"1018" "bias" "nrmse" "Salmon_quasi_nmrse" 62.4 "all"
"1019" "bias" "nrmse" "Salmon_SMEM_nmrse" 63 "all"
"1020" "bias" "nrmse" "Sailfish_nmrse" 62.4 "all"
"1021" "bias" "nrmse" "eXpress_nmrse" 104.5 "all"
"1022" "bias" "nrmse" "Kallisto_nmrse" 74.7 "all"
"1023" "bias" "nrmse" "RSEM_nmrse" 51 "all"
"1024" "bias" "nrmse" "Salmon_align_nmrse" 69 "all"
"1025" "bias" "nrmse" "Salmon_quasi_nmrse" 67.7 "all"
"1026" "bias" "nrmse" "Salmon_SMEM_nmrse" 69.8 "all"
"1027" "bias" "nrmse" "Sailfish_nmrse" 41.7 "all"
"1028" "bias" "nrmse" "eXpress_nmrse" 54.4 "all"
"1029" "bias" "nrmse" "Kallisto_nmrse" 45.2 "all"
"1030" "bias" "nrmse" "RSEM_nmrse" 47.1 "all"
"1031" "bias" "nrmse" "Salmon_align_nmrse" 59.8 "all"
"1032" "bias" "nrmse" "Salmon_quasi_nmrse" 58.8 "all"
"1033" "bias" "nrmse" "Salmon_SMEM_nmrse" 60.3 "all"
"1034" "bias" "nrmse" "Sailfish_nmrse" 45.1 "all"
"1035" "bias" "nrmse" "eXpress_nmrse" 105.8 "all"
"1036" "bias" "nrmse" "Kallisto_nmrse" 45.5 "all"
"1037" "bias" "nrmse" "RSEM_nmrse" 42.2 "all"
"1038" "bias" "nrmse" "Salmon_align_nmrse" 50.2 "all"
"1039" "bias" "nrmse" "Salmon_quasi_nmrse" 47.1 "all"
"1040" "bias" "nrmse" "Salmon_SMEM_nmrse" 46.4 "all"
"1041" "bias" "nrmse" "Sailfish_nmrse" 42.8 "all"
"1042" "bias" "nrmse" "eXpress_nmrse" 102.7 "all"
"1043" "bias" "nrmse" "Kallisto_nmrse" 42.9 "all"
"1044" "bias" "nrmse" "RSEM_nmrse" 38.8 "all"
"1045" "bias" "nrmse" "Salmon_align_nmrse" 53 "all"
"1046" "bias" "nrmse" "Salmon_quasi_nmrse" 51.6 "all"
"1047" "bias" "nrmse" "Salmon_SMEM_nmrse" 50.7 "all"
"1048" "bias" "nrmse" "Sailfish_nmrse" 44.4 "all"
"1049" "bias" "nrmse" "eXpress_nmrse" 54.7 "all"
"1050" "bias" "nrmse" "Kallisto_nmrse" 46.9 "all"
"1051" "bias" "nrmse" "RSEM_nmrse" 42.1 "all"
"1052" "bias" "nrmse" "Salmon_align_nmrse" 52.5 "all"
"1053" "bias" "nrmse" "Salmon_quasi_nmrse" 52.6 "all"
"1054" "bias" "nrmse" "Salmon_SMEM_nmrse" 52.6 "all"
"1055" "bias" "nrmse" "Sailfish_nmrse" 46.9 "all"
"1056" "bias" "nrmse" "eXpress_nmrse" 100 "all"
"1057" "bias" "nrmse" "Kallisto_nmrse" 47.9 "all"
"1058" "bias" "nrmse" "RSEM_nmrse" 39.2 "all"
"1059" "bias" "nrmse" "Salmon_align_nmrse" 50.9 "all"
"1060" "bias" "nrmse" "Salmon_quasi_nmrse" 47.7 "all"
"1061" "bias" "nrmse" "Salmon_SMEM_nmrse" 48.8 "all"
"1062" "bias" "nrmse" "Sailfish_nmrse" 43.9 "all"
"1063" "bias" "nrmse" "eXpress_nmrse" 55.6 "all"
"1064" "bias" "nrmse" "Kallisto_nmrse" 46.5 "all"
"1065" "bias" "nrmse" "RSEM_nmrse" 40.2 "all"
"1066" "bias" "nrmse" "Salmon_align_nmrse" 51.1 "all"
"1067" "bias" "nrmse" "Salmon_quasi_nmrse" 44.9 "all"
"1068" "bias" "nrmse" "Salmon_SMEM_nmrse" 45.2 "all"
"1069" "bias" "nrmse" "Sailfish_nmrse" 42 "all"
"1070" "bias" "nrmse" "eXpress_nmrse" 61.7 "all"
"1071" "bias" "nrmse" "Kallisto_nmrse" 44.2 "all"
"1072" "bias" "nrmse" "RSEM_nmrse" 41.2 "all"
"1073" "bias" "nrmse" "Salmon_align_nmrse" 54.5 "all"
"1074" "bias" "nrmse" "Salmon_quasi_nmrse" 51.7 "all"
"1075" "bias" "nrmse" "Salmon_SMEM_nmrse" 52.4 "all"
"1076" "bias" "nrmse" "Sailfish_nmrse" 47 "all"
"1077" "bias" "nrmse" "eXpress_nmrse" 60.4 "all"
"1078" "bias" "nrmse" "Kallisto_nmrse" 48.2 "all"
"1079" "bias" "nrmse" "RSEM_nmrse" 42 "all"
"1080" "bias" "nrmse" "Salmon_align_nmrse" 51.7 "all"
"1081" "bias" "nrmse" "Salmon_quasi_nmrse" 46.7 "all"
"1082" "bias" "nrmse" "Salmon_SMEM_nmrse" 47.6 "all"
"1083" "bias" "nrmse" "Sailfish_nmrse" 44.7 "all"
"1084" "bias" "nrmse" "eXpress_nmrse" 54.1 "all"
"1085" "bias" "nrmse" "Kallisto_nmrse" 47.9 "all"
"1086" "bias" "nrmse" "RSEM_nmrse" 50.7 "all"
"1087" "bias" "nrmse" "Salmon_align_nmrse" 50.2 "all"
"1088" "bias" "nrmse" "Salmon_quasi_nmrse" 47.8 "all"
"1089" "bias" "nrmse" "Salmon_SMEM_nmrse" 48.1 "all"
"1090" "bias" "nrmse" "Sailfish_nmrse" 55.2 "all"
"1091" "bias" "nrmse" "eXpress_nmrse" 101.1 "all"
"1092" "bias" "nrmse" "Kallisto_nmrse" 44.5 "all"
"1093" "bias" "nrmse" "RSEM_nmrse" 41.3 "all"
"1094" "bias" "nrmse" "Salmon_align_nmrse" 57.9 "all"
"1095" "bias" "nrmse" "Salmon_quasi_nmrse" 53.8 "all"
"1096" "bias" "nrmse" "Salmon_SMEM_nmrse" 52.3 "all"
"1097" "bias" "nrmse" "Sailfish_nmrse" 41.7 "all"
"1098" "bias" "nrmse" "eXpress_nmrse" 49.8 "all"
"1099" "bias" "nrmse" "Kallisto_nmrse" 43.3 "all"
"1100" "bias" "nrmse" "RSEM_nmrse" 55.7 "all"
"1101" "bias" "nrmse" "Salmon_align_nmrse" 79.4 "all"
"1102" "bias" "nrmse" "Salmon_quasi_nmrse" 72.4 "all"
"1103" "bias" "nrmse" "Salmon_SMEM_nmrse" 79.1 "all"
"1104" "bias" "nrmse" "Sailfish_nmrse" 52.9 "all"
"1105" "bias" "nrmse" "eXpress_nmrse" 62.4 "all"
"1106" "bias" "nrmse" "Kallisto_nmrse" 46.6 "all"
"1107" "bias" "nrmse" "RSEM_nmrse" 41 "all"
"1108" "bias" "nrmse" "Salmon_align_nmrse" 54.5 "all"
"1109" "bias" "nrmse" "Salmon_quasi_nmrse" 52.5 "all"
"1110" "bias" "nrmse" "Salmon_SMEM_nmrse" 53.5 "all"
"1111" "bias" "nrmse" "Sailfish_nmrse" 46.5 "all"
"1112" "bias" "nrmse" "eXpress_nmrse" 62.6 "all"
"1113" "bias" "nrmse" "Kallisto_nmrse" 47.3 "all"
"1114" "bias" "nrmse" "RSEM_nmrse" 38.7 "all"
"1115" "bias" "nrmse" "Salmon_align_nmrse" 49.2 "all"
"1116" "bias" "nrmse" "Salmon_quasi_nmrse" 49.2 "all"
"1117" "bias" "nrmse" "Salmon_SMEM_nmrse" 49.3 "all"
"1118" "bias" "nrmse" "Sailfish_nmrse" 43.8 "all"
"1119" "bias" "nrmse" "eXpress_nmrse" 101.1 "all"
"1120" "bias" "nrmse" "Kallisto_nmrse" 44.6 "all"
"1121" "bias" "nrmse" "RSEM_nmrse" 38.9 "all"
"1122" "bias" "nrmse" "Salmon_align_nmrse" 76.4 "all"
"1123" "bias" "nrmse" "Salmon_quasi_nmrse" 72.6 "all"
"1124" "bias" "nrmse" "Salmon_SMEM_nmrse" 73.4 "all"
"1125" "bias" "nrmse" "Sailfish_nmrse" 59.1 "all"
"1126" "bias" "nrmse" "eXpress_nmrse" 66.6 "all"
"1127" "bias" "nrmse" "Kallisto_nmrse" 59.6 "all"
"1128" "bias" "nrmse" "RSEM_nmrse" 42.1 "all"
"1129" "bias" "nrmse" "Salmon_align_nmrse" 51.1 "all"
"1130" "bias" "nrmse" "Salmon_quasi_nmrse" 46.6 "all"
"1131" "bias" "nrmse" "Salmon_SMEM_nmrse" 48.5 "all"
"1132" "bias" "nrmse" "Sailfish_nmrse" 44.5 "all"
"1133" "bias" "nrmse" "eXpress_nmrse" 58.8 "all"
"1134" "bias" "nrmse" "Kallisto_nmrse" 45.5 "all"
"1135" "bias" "nrmse" "RSEM_nmrse" 45.1 "all"
"1136" "bias" "nrmse" "Salmon_align_nmrse" 58.2 "all"
"1137" "bias" "nrmse" "Salmon_quasi_nmrse" 52.9 "all"
"1138" "bias" "nrmse" "Salmon_SMEM_nmrse" 53.2 "all"
"1139" "bias" "nrmse" "Sailfish_nmrse" 51.5 "all"
"1140" "bias" "nrmse" "eXpress_nmrse" 53 "all"
"1141" "bias" "nrmse" "Kallisto_nmrse" 45.2 "all"
"1142" "bias" "nrmse" "RSEM_nmrse" 40.5 "all"
"1143" "bias" "nrmse" "Salmon_align_nmrse" 56.4 "all"
"1144" "bias" "nrmse" "Salmon_quasi_nmrse" 53.6 "all"
"1145" "bias" "nrmse" "Salmon_SMEM_nmrse" 54.1 "all"
"1146" "bias" "nrmse" "Sailfish_nmrse" 47.3 "all"
"1147" "bias" "nrmse" "eXpress_nmrse" 86.9 "all"
"1148" "bias" "nrmse" "Kallisto_nmrse" 51.1 "all"
"1149" "bias" "nrmse" "RSEM_nmrse" 39.4 "all"
"1150" "bias" "nrmse" "Salmon_align_nmrse" 53.1 "all"
"1151" "bias" "nrmse" "Salmon_quasi_nmrse" 48.8 "all"
"1152" "bias" "nrmse" "Salmon_SMEM_nmrse" 50 "all"
"1153" "bias" "nrmse" "Sailfish_nmrse" 42.8 "all"
"1154" "bias" "nrmse" "eXpress_nmrse" 99.7 "all"
"1155" "bias" "nrmse" "Kallisto_nmrse" 43.3 "all"
"1156" "bias" "nrmse" "RSEM_nmrse" 37.5 "all"
"1157" "bias" "nrmse" "Salmon_align_nmrse" 50.5 "all"
"1158" "bias" "nrmse" "Salmon_quasi_nmrse" 51.1 "all"
"1159" "bias" "nrmse" "Salmon_SMEM_nmrse" 52.8 "all"
"1160" "bias" "nrmse" "Sailfish_nmrse" 46 "all"
"1161" "bias" "nrmse" "eXpress_nmrse" 52.5 "all"
"1162" "bias" "nrmse" "Kallisto_nmrse" 47.1 "all"
"1163" "bias" "nrmse" "RSEM_nmrse" 40.1 "all"
"1164" "bias" "nrmse" "Salmon_align_nmrse" 48.4 "all"
"1165" "bias" "nrmse" "Salmon_quasi_nmrse" 46.3 "all"
"1166" "bias" "nrmse" "Salmon_SMEM_nmrse" 46.8 "all"
"1167" "bias" "nrmse" "Sailfish_nmrse" 43 "all"
"1168" "bias" "nrmse" "eXpress_nmrse" 62.8 "all"
"1169" "bias" "nrmse" "Kallisto_nmrse" 44.9 "all"
"1170" "bias" "nrmse" "RSEM_nmrse" 40.2 "all"
"1171" "bias" "nrmse" "Salmon_align_nmrse" 54.6 "all"
"1172" "bias" "nrmse" "Salmon_quasi_nmrse" 51.9 "all"
"1173" "bias" "nrmse" "Salmon_SMEM_nmrse" 55.1 "all"
"1174" "bias" "nrmse" "Sailfish_nmrse" 44.8 "all"
"1175" "bias" "nrmse" "eXpress_nmrse" 55 "all"
"1176" "bias" "nrmse" "Kallisto_nmrse" 45.2 "all"
"1177" "bias" "nrmse" "RSEM_nmrse" 52.8 "all"
"1178" "bias" "nrmse" "Salmon_align_nmrse" 63.6 "all"
"1179" "bias" "nrmse" "Salmon_quasi_nmrse" 62 "all"
"1180" "bias" "nrmse" "Salmon_SMEM_nmrse" 60.4 "all"
"1181" "bias" "nrmse" "Sailfish_nmrse" 57.9 "all"
"1182" "bias" "nrmse" "eXpress_nmrse" 58.7 "all"
"1183" "bias" "nrmse" "Kallisto_nmrse" 43.6 "all"
"1184" "bias" "nrmse" "RSEM_nmrse" 39.8 "all"
"1185" "bias" "nrmse" "Salmon_align_nmrse" 48.8 "all"
"1186" "bias" "nrmse" "Salmon_quasi_nmrse" 48.6 "all"
"1187" "bias" "nrmse" "Salmon_SMEM_nmrse" 48.7 "all"
"1188" "bias" "nrmse" "Sailfish_nmrse" 45.4 "all"
"1189" "bias" "nrmse" "eXpress_nmrse" 87 "all"
"1190" "bias" "nrmse" "Kallisto_nmrse" 41.3 "all"
"1191" "bias" "nrmse" "RSEM_nmrse" 38.5 "all"
"1192" "bias" "nrmse" "Salmon_align_nmrse" 51.6 "all"
"1193" "bias" "nrmse" "Salmon_quasi_nmrse" 49 "all"
"1194" "bias" "nrmse" "Salmon_SMEM_nmrse" 49.7 "all"
"1195" "bias" "nrmse" "Sailfish_nmrse" 45.7 "all"
"1196" "bias" "nrmse" "eXpress_nmrse" 52.3 "all"
"1197" "bias" "nrmse" "Kallisto_nmrse" 46.2 "all"
"1198" "bias" "nrmse" "RSEM_nmrse" 40.8 "all"
"1199" "bias" "nrmse" "Salmon_align_nmrse" 51.3 "all"
"1200" "bias" "nrmse" "Salmon_quasi_nmrse" 54.8 "all"
"1201" "bias" "nrmse" "Salmon_SMEM_nmrse" 56.1 "all"
"1202" "bias" "nrmse" "Sailfish_nmrse" 46.7 "all"
"1203" "bias" "nrmse" "eXpress_nmrse" 55.5 "all"
"1204" "bias" "nrmse" "Kallisto_nmrse" 47.2 "all"
"1205" "bias" "nrmse" "RSEM_nmrse" 78.6 "all"
"1206" "bias" "nrmse" "Salmon_align_nmrse" 77.6 "all"
"1207" "bias" "nrmse" "Salmon_quasi_nmrse" 76.1 "all"
"1208" "bias" "nrmse" "Salmon_SMEM_nmrse" 75.9 "all"
"1209" "bias" "nrmse" "Sailfish_nmrse" 78.2 "all"
"1210" "bias" "nrmse" "eXpress_nmrse" 82.7 "all"
"1211" "bias" "nrmse" "Kallisto_nmrse" 77.9 "all"
"1212" "unbias" "nrmse" "RSEM_nmrse" 106.3 "all"
"1213" "unbias" "nrmse" "Salmon_align_nmrse" 107.3 "all"
"1214" "unbias" "nrmse" "Salmon_quasi_nmrse" 105.6 "all"
"1215" "unbias" "nrmse" "Salmon_SMEM_nmrse" 105.3 "all"
"1216" "unbias" "nrmse" "Sailfish_nmrse" 105.5 "all"
"1217" "unbias" "nrmse" "eXpress_nmrse" 108.3 "all"
"1218" "unbias" "nrmse" "Kallisto_nmrse" 105.6 "all"
"1219" "unbias" "nrmse" "RSEM_nmrse" 76.6 "all"
"1220" "unbias" "nrmse" "Salmon_align_nmrse" 79.2 "all"
"1221" "unbias" "nrmse" "Salmon_quasi_nmrse" 76.5 "all"
"1222" "unbias" "nrmse" "Salmon_SMEM_nmrse" 76.5 "all"
"1223" "unbias" "nrmse" "Sailfish_nmrse" 76.5 "all"
"1224" "unbias" "nrmse" "eXpress_nmrse" 85.1 "all"
"1225" "unbias" "nrmse" "Kallisto_nmrse" 76.4 "all"
"1226" "unbias" "nrmse" "RSEM_nmrse" 43.8 "all"
"1227" "unbias" "nrmse" "Salmon_align_nmrse" 52.8 "all"
"1228" "unbias" "nrmse" "Salmon_quasi_nmrse" 51.9 "all"
"1229" "unbias" "nrmse" "Salmon_SMEM_nmrse" 52.2 "all"
"1230" "unbias" "nrmse" "Sailfish_nmrse" 59.4 "all"
"1231" "unbias" "nrmse" "eXpress_nmrse" 52.5 "all"
"1232" "unbias" "nrmse" "Kallisto_nmrse" 48.2 "all"
"1233" "unbias" "nrmse" "RSEM_nmrse" 103.5 "all"
"1234" "unbias" "nrmse" "Salmon_align_nmrse" 103.6 "all"
"1235" "unbias" "nrmse" "Salmon_quasi_nmrse" 103.7 "all"
"1236" "unbias" "nrmse" "Salmon_SMEM_nmrse" 103.7 "all"
"1237" "unbias" "nrmse" "Sailfish_nmrse" 103.7 "all"
"1238" "unbias" "nrmse" "eXpress_nmrse" 105.5 "all"
"1239" "unbias" "nrmse" "Kallisto_nmrse" 103.7 "all"
"1240" "unbias" "nrmse" "RSEM_nmrse" 37.7 "all"
"1241" "unbias" "nrmse" "Salmon_align_nmrse" 51.4 "all"
"1242" "unbias" "nrmse" "Salmon_quasi_nmrse" 46.3 "all"
"1243" "unbias" "nrmse" "Salmon_SMEM_nmrse" 49.2 "all"
"1244" "unbias" "nrmse" "Sailfish_nmrse" 38.1 "all"
"1245" "unbias" "nrmse" "eXpress_nmrse" 59.7 "all"
"1246" "unbias" "nrmse" "Kallisto_nmrse" 39.4 "all"
"1247" "unbias" "nrmse" "RSEM_nmrse" 44.9 "all"
"1248" "unbias" "nrmse" "Salmon_align_nmrse" 62.2 "all"
"1249" "unbias" "nrmse" "Salmon_quasi_nmrse" 64.8 "all"
"1250" "unbias" "nrmse" "Salmon_SMEM_nmrse" 65.1 "all"
"1251" "unbias" "nrmse" "Sailfish_nmrse" 44.3 "all"
"1252" "unbias" "nrmse" "eXpress_nmrse" 48.9 "all"
"1253" "unbias" "nrmse" "Kallisto_nmrse" 43.2 "all"
"1254" "unbias" "nrmse" "RSEM_nmrse" 32.8 "all"
"1255" "unbias" "nrmse" "Salmon_align_nmrse" 48.5 "all"
"1256" "unbias" "nrmse" "Salmon_quasi_nmrse" 47 "all"
"1257" "unbias" "nrmse" "Salmon_SMEM_nmrse" 48 "all"
"1258" "unbias" "nrmse" "Sailfish_nmrse" 40.4 "all"
"1259" "unbias" "nrmse" "eXpress_nmrse" 65.8 "all"
"1260" "unbias" "nrmse" "Kallisto_nmrse" 40.1 "all"
"1261" "unbias" "nrmse" "RSEM_nmrse" 43.3 "all"
"1262" "unbias" "nrmse" "Salmon_align_nmrse" 71.9 "all"
"1263" "unbias" "nrmse" "Salmon_quasi_nmrse" 61.4 "all"
"1264" "unbias" "nrmse" "Salmon_SMEM_nmrse" 65.9 "all"
"1265" "unbias" "nrmse" "Sailfish_nmrse" 41.7 "all"
"1266" "unbias" "nrmse" "eXpress_nmrse" 59.8 "all"
"1267" "unbias" "nrmse" "Kallisto_nmrse" 42.9 "all"
"1268" "unbias" "nrmse" "RSEM_nmrse" 27.6 "all"
"1269" "unbias" "nrmse" "Salmon_align_nmrse" 44.8 "all"
"1270" "unbias" "nrmse" "Salmon_quasi_nmrse" 42.8 "all"
"1271" "unbias" "nrmse" "Salmon_SMEM_nmrse" 43.1 "all"
"1272" "unbias" "nrmse" "Sailfish_nmrse" 36.9 "all"
"1273" "unbias" "nrmse" "eXpress_nmrse" 101.1 "all"
"1274" "unbias" "nrmse" "Kallisto_nmrse" 36.8 "all"
"1275" "unbias" "nrmse" "RSEM_nmrse" 31.2 "all"
"1276" "unbias" "nrmse" "Salmon_align_nmrse" 56.4 "all"
"1277" "unbias" "nrmse" "Salmon_quasi_nmrse" 46.8 "all"
"1278" "unbias" "nrmse" "Salmon_SMEM_nmrse" 48.5 "all"
