"Simulation" "Statistic" "Tool" "Value" "ID"
"2740" "bias" "nrmse" "Salmon_quasi_nmrse" 47.3 "avoid"
"2741" "bias" "nrmse" "Salmon_SMEM_nmrse" 46.9 "avoid"
"2742" "bias" "nrmse" "Sailfish_nmrse" 58.6 "avoid"
"2743" "bias" "nrmse" "eXpress_nmrse" 50.5 "avoid"
"2744" "bias" "nrmse" "Kallisto_nmrse" 41.9 "avoid"
"2745" "bias" "nrmse" "RSEM_nmrse" 37.4 "avoid"
"2746" "bias" "nrmse" "Salmon_align_nmrse" 51.4 "avoid"
"2747" "bias" "nrmse" "Salmon_quasi_nmrse" 49.2 "avoid"
"2748" "bias" "nrmse" "Salmon_SMEM_nmrse" 51.6 "avoid"
"2749" "bias" "nrmse" "Sailfish_nmrse" 42.7 "avoid"
"2750" "bias" "nrmse" "eXpress_nmrse" 55 "avoid"
"2751" "bias" "nrmse" "Kallisto_nmrse" 45 "avoid"
"2752" "bias" "nrmse" "RSEM_nmrse" 48.9 "avoid"
"2753" "bias" "nrmse" "Salmon_align_nmrse" 53 "avoid"
"2754" "bias" "nrmse" "Salmon_quasi_nmrse" 54.8 "avoid"
"2755" "bias" "nrmse" "Salmon_SMEM_nmrse" 54.1 "avoid"
"2756" "bias" "nrmse" "Sailfish_nmrse" 44.5 "avoid"
"2757" "bias" "nrmse" "eXpress_nmrse" 61.4 "avoid"
"2758" "bias" "nrmse" "Kallisto_nmrse" 45.6 "avoid"
"2759" "bias" "nrmse" "RSEM_nmrse" 46.8 "avoid"
"2760" "bias" "nrmse" "Salmon_align_nmrse" 62.2 "avoid"
"2761" "bias" "nrmse" "Salmon_quasi_nmrse" 52.4 "avoid"
"2762" "bias" "nrmse" "Salmon_SMEM_nmrse" 52.8 "avoid"
"2763" "bias" "nrmse" "Sailfish_nmrse" 51.3 "avoid"
"2764" "bias" "nrmse" "eXpress_nmrse" 56.6 "avoid"
"2765" "bias" "nrmse" "Kallisto_nmrse" 53.7 "avoid"
"2766" "bias" "nrmse" "RSEM_nmrse" 55.2 "avoid"
"2767" "bias" "nrmse" "Salmon_align_nmrse" 52.6 "avoid"
"2768" "bias" "nrmse" "Salmon_quasi_nmrse" 51 "avoid"
"2769" "bias" "nrmse" "Salmon_SMEM_nmrse" 51.8 "avoid"
"2770" "bias" "nrmse" "Sailfish_nmrse" 40.9 "avoid"
"2771" "bias" "nrmse" "eXpress_nmrse" 71.3 "avoid"
"2772" "bias" "nrmse" "Kallisto_nmrse" 47.2 "avoid"
"2773" "bias" "nrmse" "RSEM_nmrse" 33.9 "avoid"
"2774" "bias" "nrmse" "Salmon_align_nmrse" 45.7 "avoid"
"2775" "bias" "nrmse" "Salmon_quasi_nmrse" 41.7 "avoid"
"2776" "bias" "nrmse" "Salmon_SMEM_nmrse" 43.9 "avoid"
"2777" "bias" "nrmse" "Sailfish_nmrse" 38.1 "avoid"
"2778" "bias" "nrmse" "eXpress_nmrse" 100.6 "avoid"
"2779" "bias" "nrmse" "Kallisto_nmrse" 39.4 "avoid"
"2780" "bias" "nrmse" "RSEM_nmrse" 40 "avoid"
"2781" "bias" "nrmse" "Salmon_align_nmrse" 50.9 "avoid"
"2782" "bias" "nrmse" "Salmon_quasi_nmrse" 47.5 "avoid"
"2783" "bias" "nrmse" "Salmon_SMEM_nmrse" 47.8 "avoid"
"2784" "bias" "nrmse" "Sailfish_nmrse" 43.2 "avoid"
"2785" "bias" "nrmse" "eXpress_nmrse" 56.3 "avoid"
"2786" "bias" "nrmse" "Kallisto_nmrse" 44.7 "avoid"
"2787" "bias" "nrmse" "RSEM_nmrse" 61.2 "avoid"
"2788" "bias" "nrmse" "Salmon_align_nmrse" 62.4 "avoid"
"2789" "bias" "nrmse" "Salmon_quasi_nmrse" 61.1 "avoid"
"2790" "bias" "nrmse" "Salmon_SMEM_nmrse" 60.1 "avoid"
"2791" "bias" "nrmse" "Sailfish_nmrse" 61.8 "avoid"
"2792" "bias" "nrmse" "eXpress_nmrse" 68.6 "avoid"
"2793" "bias" "nrmse" "Kallisto_nmrse" 59.9 "avoid"
"2794" "bias" "nrmse" "RSEM_nmrse" 52.4 "avoid"
"2795" "bias" "nrmse" "Salmon_align_nmrse" 54.3 "avoid"
"2796" "bias" "nrmse" "Salmon_quasi_nmrse" 51.8 "avoid"
"2797" "bias" "nrmse" "Salmon_SMEM_nmrse" 55.5 "avoid"
"2798" "bias" "nrmse" "Sailfish_nmrse" 41.7 "avoid"
"2799" "bias" "nrmse" "eXpress_nmrse" 57.1 "avoid"
"2800" "bias" "nrmse" "Kallisto_nmrse" 44.2 "avoid"
"2801" "bias" "nrmse" "RSEM_nmrse" 36.6 "avoid"
"2802" "bias" "nrmse" "Salmon_align_nmrse" 49.8 "avoid"
"2803" "bias" "nrmse" "Salmon_quasi_nmrse" 47.1 "avoid"
"2804" "bias" "nrmse" "Salmon_SMEM_nmrse" 47.6 "avoid"
"2805" "bias" "nrmse" "Sailfish_nmrse" 41.3 "avoid"
"2806" "bias" "nrmse" "eXpress_nmrse" 52.3 "avoid"
"2807" "bias" "nrmse" "Kallisto_nmrse" 43.3 "avoid"
"2808" "bias" "nrmse" "RSEM_nmrse" 41.4 "avoid"
"2809" "bias" "nrmse" "Salmon_align_nmrse" 59.7 "avoid"
"2810" "bias" "nrmse" "Salmon_quasi_nmrse" 50.4 "avoid"
"2811" "bias" "nrmse" "Salmon_SMEM_nmrse" 53 "avoid"
"2812" "bias" "nrmse" "Sailfish_nmrse" 46.2 "avoid"
"2813" "bias" "nrmse" "eXpress_nmrse" 54.5 "avoid"
"2814" "bias" "nrmse" "Kallisto_nmrse" 41.6 "avoid"
"2815" "bias" "nrmse" "RSEM_nmrse" 62.4 "avoid"
"2816" "bias" "nrmse" "Salmon_align_nmrse" 64.5 "avoid"
"2817" "bias" "nrmse" "Salmon_quasi_nmrse" 60.7 "avoid"
"2818" "bias" "nrmse" "Salmon_SMEM_nmrse" 61.3 "avoid"
"2819" "bias" "nrmse" "Sailfish_nmrse" 60 "avoid"
"2820" "bias" "nrmse" "eXpress_nmrse" 104.5 "avoid"
"2821" "bias" "nrmse" "Kallisto_nmrse" 72.5 "avoid"
"2822" "bias" "nrmse" "RSEM_nmrse" 50.3 "avoid"
"2823" "bias" "nrmse" "Salmon_align_nmrse" 68.9 "avoid"
"2824" "bias" "nrmse" "Salmon_quasi_nmrse" 67.6 "avoid"
"2825" "bias" "nrmse" "Salmon_SMEM_nmrse" 69.7 "avoid"
"2826" "bias" "nrmse" "Sailfish_nmrse" 40.4 "avoid"
"2827" "bias" "nrmse" "eXpress_nmrse" 54 "avoid"
"2828" "bias" "nrmse" "Kallisto_nmrse" 44.5 "avoid"
"2829" "bias" "nrmse" "RSEM_nmrse" 45.2 "avoid"
"2830" "bias" "nrmse" "Salmon_align_nmrse" 59.4 "avoid"
"2831" "bias" "nrmse" "Salmon_quasi_nmrse" 58.5 "avoid"
"2832" "bias" "nrmse" "Salmon_SMEM_nmrse" 60 "avoid"
"2833" "bias" "nrmse" "Sailfish_nmrse" 43.3 "avoid"
"2834" "bias" "nrmse" "eXpress_nmrse" 105.8 "avoid"
"2835" "bias" "nrmse" "Kallisto_nmrse" 43.7 "avoid"
"2836" "bias" "nrmse" "RSEM_nmrse" 39.9 "avoid"
"2837" "bias" "nrmse" "Salmon_align_nmrse" 49 "avoid"
"2838" "bias" "nrmse" "Salmon_quasi_nmrse" 45.9 "avoid"
"2839" "bias" "nrmse" "Salmon_SMEM_nmrse" 45.2 "avoid"
"2840" "bias" "nrmse" "Sailfish_nmrse" 40.5 "avoid"
"2841" "bias" "nrmse" "eXpress_nmrse" 102.7 "avoid"
"2842" "bias" "nrmse" "Kallisto_nmrse" 40.7 "avoid"
"2843" "bias" "nrmse" "RSEM_nmrse" 35.7 "avoid"
"2844" "bias" "nrmse" "Salmon_align_nmrse" 51.7 "avoid"
"2845" "bias" "nrmse" "Salmon_quasi_nmrse" 50.2 "avoid"
"2846" "bias" "nrmse" "Salmon_SMEM_nmrse" 49.2 "avoid"
"2847" "bias" "nrmse" "Sailfish_nmrse" 41.6 "avoid"
"2848" "bias" "nrmse" "eXpress_nmrse" 53.8 "avoid"
"2849" "bias" "nrmse" "Kallisto_nmrse" 44.7 "avoid"
"2850" "bias" "nrmse" "RSEM_nmrse" 37.3 "avoid"
"2851" "bias" "nrmse" "Salmon_align_nmrse" 50 "avoid"
"2852" "bias" "nrmse" "Salmon_quasi_nmrse" 49.9 "avoid"
"2853" "bias" "nrmse" "Salmon_SMEM_nmrse" 50.1 "avoid"
"2854" "bias" "nrmse" "Sailfish_nmrse" 43 "avoid"
"2855" "bias" "nrmse" "eXpress_nmrse" 99.9 "avoid"
"2856" "bias" "nrmse" "Kallisto_nmrse" 44.1 "avoid"
"2857" "bias" "nrmse" "RSEM_nmrse" 34.7 "avoid"
"2858" "bias" "nrmse" "Salmon_align_nmrse" 48.6 "avoid"
"2859" "bias" "nrmse" "Salmon_quasi_nmrse" 45.1 "avoid"
"2860" "bias" "nrmse" "Salmon_SMEM_nmrse" 46.3 "avoid"
"2861" "bias" "nrmse" "Sailfish_nmrse" 40.4 "avoid"
"2862" "bias" "nrmse" "eXpress_nmrse" 54.2 "avoid"
"2863" "bias" "nrmse" "Kallisto_nmrse" 43.3 "avoid"
"2864" "bias" "nrmse" "RSEM_nmrse" 39.5 "avoid"
"2865" "bias" "nrmse" "Salmon_align_nmrse" 50.9 "avoid"
"2866" "bias" "nrmse" "Salmon_quasi_nmrse" 44.6 "avoid"
"2867" "bias" "nrmse" "Salmon_SMEM_nmrse" 45 "avoid"
"2868" "bias" "nrmse" "Sailfish_nmrse" 41.8 "avoid"
"2869" "bias" "nrmse" "eXpress_nmrse" 61.4 "avoid"
"2870" "bias" "nrmse" "Kallisto_nmrse" 43.7 "avoid"
"2871" "bias" "nrmse" "RSEM_nmrse" 41 "avoid"
"2872" "bias" "nrmse" "Salmon_align_nmrse" 54.5 "avoid"
"2873" "bias" "nrmse" "Salmon_quasi_nmrse" 51.6 "avoid"
"2874" "bias" "nrmse" "Salmon_SMEM_nmrse" 52.4 "avoid"
"2875" "bias" "nrmse" "Sailfish_nmrse" 46.8 "avoid"
"2876" "bias" "nrmse" "eXpress_nmrse" 60.4 "avoid"
"2877" "bias" "nrmse" "Kallisto_nmrse" 48.1 "avoid"
"2878" "bias" "nrmse" "RSEM_nmrse" 41.8 "avoid"
"2879" "bias" "nrmse" "Salmon_align_nmrse" 51.5 "avoid"
"2880" "bias" "nrmse" "Salmon_quasi_nmrse" 46.4 "avoid"
"2881" "bias" "nrmse" "Salmon_SMEM_nmrse" 47.3 "avoid"
"2882" "bias" "nrmse" "Sailfish_nmrse" 44.4 "avoid"
"2883" "bias" "nrmse" "eXpress_nmrse" 54 "avoid"
"2884" "bias" "nrmse" "Kallisto_nmrse" 47.6 "avoid"
"2885" "bias" "nrmse" "RSEM_nmrse" 47.7 "avoid"
"2886" "bias" "nrmse" "Salmon_align_nmrse" 47.3 "avoid"
"2887" "bias" "nrmse" "Salmon_quasi_nmrse" 44.6 "avoid"
"2888" "bias" "nrmse" "Salmon_SMEM_nmrse" 45.1 "avoid"
"2889" "bias" "nrmse" "Sailfish_nmrse" 52.4 "avoid"
"2890" "bias" "nrmse" "eXpress_nmrse" 101.1 "avoid"
"2891" "bias" "nrmse" "Kallisto_nmrse" 40.4 "avoid"
"2892" "bias" "nrmse" "RSEM_nmrse" 39.3 "avoid"
"2893" "bias" "nrmse" "Salmon_align_nmrse" 57.3 "avoid"
"2894" "bias" "nrmse" "Salmon_quasi_nmrse" 53.1 "avoid"
"2895" "bias" "nrmse" "Salmon_SMEM_nmrse" 51.7 "avoid"
"2896" "bias" "nrmse" "Sailfish_nmrse" 40.2 "avoid"
"2897" "bias" "nrmse" "eXpress_nmrse" 49.2 "avoid"
"2898" "bias" "nrmse" "Kallisto_nmrse" 41.6 "avoid"
"2899" "bias" "nrmse" "RSEM_nmrse" 54.7 "avoid"
"2900" "bias" "nrmse" "Salmon_align_nmrse" 79.2 "avoid"
"2901" "bias" "nrmse" "Salmon_quasi_nmrse" 72.1 "avoid"
"2902" "bias" "nrmse" "Salmon_SMEM_nmrse" 78.9 "avoid"
"2903" "bias" "nrmse" "Sailfish_nmrse" 52.1 "avoid"
"2904" "bias" "nrmse" "eXpress_nmrse" 62.1 "avoid"
"2905" "bias" "nrmse" "Kallisto_nmrse" 45.3 "avoid"
"2906" "bias" "nrmse" "RSEM_nmrse" 37 "avoid"
"2907" "bias" "nrmse" "Salmon_align_nmrse" 52.2 "avoid"
"2908" "bias" "nrmse" "Salmon_quasi_nmrse" 50.2 "avoid"
"2909" "bias" "nrmse" "Salmon_SMEM_nmrse" 51.1 "avoid"
"2910" "bias" "nrmse" "Sailfish_nmrse" 42.9 "avoid"
"2911" "bias" "nrmse" "eXpress_nmrse" 61.1 "avoid"
"2912" "bias" "nrmse" "Kallisto_nmrse" 43.7 "avoid"
"2913" "bias" "nrmse" "RSEM_nmrse" 38.5 "avoid"
"2914" "bias" "nrmse" "Salmon_align_nmrse" 48.9 "avoid"
"2915" "bias" "nrmse" "Salmon_quasi_nmrse" 49 "avoid"
"2916" "bias" "nrmse" "Salmon_SMEM_nmrse" 49.1 "avoid"
"2917" "bias" "nrmse" "Sailfish_nmrse" 43.5 "avoid"
"2918" "bias" "nrmse" "eXpress_nmrse" 101.1 "avoid"
"2919" "bias" "nrmse" "Kallisto_nmrse" 44.3 "avoid"
"2920" "bias" "nrmse" "RSEM_nmrse" 38.7 "avoid"
"2921" "bias" "nrmse" "Salmon_align_nmrse" 76.1 "avoid"
"2922" "bias" "nrmse" "Salmon_quasi_nmrse" 72.4 "avoid"
"2923" "bias" "nrmse" "Salmon_SMEM_nmrse" 73.2 "avoid"
"2924" "bias" "nrmse" "Sailfish_nmrse" 58.8 "avoid"
"2925" "bias" "nrmse" "eXpress_nmrse" 66.5 "avoid"
"2926" "bias" "nrmse" "Kallisto_nmrse" 59.1 "avoid"
"2927" "bias" "nrmse" "RSEM_nmrse" 38 "avoid"
"2928" "bias" "nrmse" "Salmon_align_nmrse" 49.3 "avoid"
"2929" "bias" "nrmse" "Salmon_quasi_nmrse" 44.2 "avoid"
"2930" "bias" "nrmse" "Salmon_SMEM_nmrse" 46.4 "avoid"
"2931" "bias" "nrmse" "Sailfish_nmrse" 41 "avoid"
"2932" "bias" "nrmse" "eXpress_nmrse" 57.6 "avoid"
"2933" "bias" "nrmse" "Kallisto_nmrse" 42.3 "avoid"
"2934" "bias" "nrmse" "RSEM_nmrse" 42.5 "avoid"
"2935" "bias" "nrmse" "Salmon_align_nmrse" 57.1 "avoid"
"2936" "bias" "nrmse" "Salmon_quasi_nmrse" 51.5 "avoid"
"2937" "bias" "nrmse" "Salmon_SMEM_nmrse" 51.8 "avoid"
"2938" "bias" "nrmse" "Sailfish_nmrse" 49.3 "avoid"
"2939" "bias" "nrmse" "eXpress_nmrse" 51.8 "avoid"
"2940" "bias" "nrmse" "Kallisto_nmrse" 42.6 "avoid"
"2941" "bias" "nrmse" "RSEM_nmrse" 36.9 "avoid"
"2942" "bias" "nrmse" "Salmon_align_nmrse" 54.4 "avoid"
"2943" "bias" "nrmse" "Salmon_quasi_nmrse" 51.5 "avoid"
"2944" "bias" "nrmse" "Salmon_SMEM_nmrse" 52 "avoid"
"2945" "bias" "nrmse" "Sailfish_nmrse" 43.9 "avoid"
"2946" "bias" "nrmse" "eXpress_nmrse" 86.5 "avoid"
"2947" "bias" "nrmse" "Kallisto_nmrse" 48.3 "avoid"
"2948" "bias" "nrmse" "RSEM_nmrse" 35.9 "avoid"
"2949" "bias" "nrmse" "Salmon_align_nmrse" 50.7 "avoid"
"2950" "bias" "nrmse" "Salmon_quasi_nmrse" 46.4 "avoid"
"2951" "bias" "nrmse" "Salmon_SMEM_nmrse" 47.8 "avoid"
"2952" "bias" "nrmse" "Sailfish_nmrse" 39.6 "avoid"
"2953" "bias" "nrmse" "eXpress_nmrse" 99.7 "avoid"
"2954" "bias" "nrmse" "Kallisto_nmrse" 40.1 "avoid"
"2955" "bias" "nrmse" "RSEM_nmrse" 37.3 "avoid"
"2956" "bias" "nrmse" "Salmon_align_nmrse" 50.5 "avoid"
"2957" "bias" "nrmse" "Salmon_quasi_nmrse" 51.1 "avoid"
"2958" "bias" "nrmse" "Salmon_SMEM_nmrse" 52.8 "avoid"
"2959" "bias" "nrmse" "Sailfish_nmrse" 45.8 "avoid"
"2960" "bias" "nrmse" "eXpress_nmrse" 52.4 "avoid"
"2961" "bias" "nrmse" "Kallisto_nmrse" 46.9 "avoid"
"2962" "bias" "nrmse" "RSEM_nmrse" 35.8 "avoid"
"2963" "bias" "nrmse" "Salmon_align_nmrse" 45.5 "avoid"
"2964" "bias" "nrmse" "Salmon_quasi_nmrse" 43.2 "avoid"
"2965" "bias" "nrmse" "Salmon_SMEM_nmrse" 43.9 "avoid"
"2966" "bias" "nrmse" "Sailfish_nmrse" 38.9 "avoid"
"2967" "bias" "nrmse" "eXpress_nmrse" 62.3 "avoid"
"2968" "bias" "nrmse" "Kallisto_nmrse" 41.4 "avoid"
"2969" "bias" "nrmse" "RSEM_nmrse" 39 "avoid"
"2970" "bias" "nrmse" "Salmon_align_nmrse" 54.4 "avoid"
"2971" "bias" "nrmse" "Salmon_quasi_nmrse" 51.7 "avoid"
"2972" "bias" "nrmse" "Salmon_SMEM_nmrse" 54.8 "avoid"
"2973" "bias" "nrmse" "Sailfish_nmrse" 44.1 "avoid"
"2974" "bias" "nrmse" "eXpress_nmrse" 54.7 "avoid"
"2975" "bias" "nrmse" "Kallisto_nmrse" 44.4 "avoid"
"2976" "bias" "nrmse" "RSEM_nmrse" 51.6 "avoid"
"2977" "bias" "nrmse" "Salmon_align_nmrse" 63.2 "avoid"
"2978" "bias" "nrmse" "Salmon_quasi_nmrse" 61.6 "avoid"
"2979" "bias" "nrmse" "Salmon_SMEM_nmrse" 60 "avoid"
"2980" "bias" "nrmse" "Sailfish_nmrse" 57 "avoid"
"2981" "bias" "nrmse" "eXpress_nmrse" 57.8 "avoid"
"2982" "bias" "nrmse" "Kallisto_nmrse" 42.1 "avoid"
"2983" "bias" "nrmse" "RSEM_nmrse" 36.5 "avoid"
"2984" "bias" "nrmse" "Salmon_align_nmrse" 47.3 "avoid"
"2985" "bias" "nrmse" "Salmon_quasi_nmrse" 47.3 "avoid"
"2986" "bias" "nrmse" "Salmon_SMEM_nmrse" 47.2 "avoid"
"2987" "bias" "nrmse" "Sailfish_nmrse" 42.6 "avoid"
"2988" "bias" "nrmse" "eXpress_nmrse" 87 "avoid"
"2989" "bias" "nrmse" "Kallisto_nmrse" 38.9 "avoid"
"2990" "bias" "nrmse" "RSEM_nmrse" 38.4 "avoid"
"2991" "bias" "nrmse" "Salmon_align_nmrse" 51.4 "avoid"
"2992" "bias" "nrmse" "Salmon_quasi_nmrse" 48.9 "avoid"
"2993" "bias" "nrmse" "Salmon_SMEM_nmrse" 49.6 "avoid"
"2994" "bias" "nrmse" "Sailfish_nmrse" 45.5 "avoid"
"2995" "bias" "nrmse" "eXpress_nmrse" 52.3 "avoid"
"2996" "bias" "nrmse" "Kallisto_nmrse" 46.1 "avoid"
"2997" "bias" "nrmse" "RSEM_nmrse" 39.1 "avoid"
"2998" "bias" "nrmse" "Salmon_align_nmrse" 50.5 "avoid"
"2999" "bias" "nrmse" "Salmon_quasi_nmrse" 53.9 "avoid"
"3000" "bias" "nrmse" "Salmon_SMEM_nmrse" 55.2 "avoid"
"3001" "bias" "nrmse" "Sailfish_nmrse" 45.2 "avoid"
"3002" "bias" "nrmse" "eXpress_nmrse" 55 "avoid"
"3003" "bias" "nrmse" "Kallisto_nmrse" 45.9 "avoid"
"3004" "bias" "nrmse" "RSEM_nmrse" 77.6 "avoid"
"3005" "bias" "nrmse" "Salmon_align_nmrse" 76.8 "avoid"
"3006" "bias" "nrmse" "Salmon_quasi_nmrse" 75.2 "avoid"
"3007" "bias" "nrmse" "Salmon_SMEM_nmrse" 75 "avoid"
"3008" "bias" "nrmse" "Sailfish_nmrse" 77.2 "avoid"
"3009" "bias" "nrmse" "eXpress_nmrse" 81.9 "avoid"
"3010" "bias" "nrmse" "Kallisto_nmrse" 76.9 "avoid"
"3011" "unbias" "nrmse" "RSEM_nmrse" 106.3 "avoid"
"3012" "unbias" "nrmse" "Salmon_align_nmrse" 107.3 "avoid"
"3013" "unbias" "nrmse" "Salmon_quasi_nmrse" 105.6 "avoid"
"3014" "unbias" "nrmse" "Salmon_SMEM_nmrse" 105.3 "avoid"
"3015" "unbias" "nrmse" "Sailfish_nmrse" 105.5 "avoid"
"3016" "unbias" "nrmse" "eXpress_nmrse" 108.3 "avoid"
"3017" "unbias" "nrmse" "Kallisto_nmrse" 105.6 "avoid"
"3018" "unbias" "nrmse" "RSEM_nmrse" 76.3 "avoid"
"3019" "unbias" "nrmse" "Salmon_align_nmrse" 78.9 "avoid"
"3020" "unbias" "nrmse" "Salmon_quasi_nmrse" 76.2 "avoid"
"3021" "unbias" "nrmse" "Salmon_SMEM_nmrse" 76.2 "avoid"
"3022" "unbias" "nrmse" "Sailfish_nmrse" 76.2 "avoid"
"3023" "unbias" "nrmse" "eXpress_nmrse" 85 "avoid"
"3024" "unbias" "nrmse" "Kallisto_nmrse" 76.2 "avoid"
"3025" "unbias" "nrmse" "RSEM_nmrse" 42.4 "avoid"
"3026" "unbias" "nrmse" "Salmon_align_nmrse" 52.1 "avoid"
"3027" "unbias" "nrmse" "Salmon_quasi_nmrse" 51.1 "avoid"
"3028" "unbias" "nrmse" "Salmon_SMEM_nmrse" 51.4 "avoid"
"3029" "unbias" "nrmse" "Sailfish_nmrse" 58.3 "avoid"
"3030" "unbias" "nrmse" "eXpress_nmrse" 51.6 "avoid"
"3031" "unbias" "nrmse" "Kallisto_nmrse" 47.1 "avoid"
"3032" "unbias" "nrmse" "RSEM_nmrse" 103.5 "avoid"
"3033" "unbias" "nrmse" "Salmon_align_nmrse" 103.6 "avoid"
"3034" "unbias" "nrmse" "Salmon_quasi_nmrse" 103.7 "avoid"
"3035" "unbias" "nrmse" "Salmon_SMEM_nmrse" 103.7 "avoid"
"3036" "unbias" "nrmse" "Sailfish_nmrse" 103.7 "avoid"
"3037" "unbias" "nrmse" "eXpress_nmrse" 105.5 "avoid"
"3038" "unbias" "nrmse" "Kallisto_nmrse" 103.7 "avoid"
"3039" "unbias" "nrmse" "RSEM_nmrse" 34.7 "avoid"
"3040" "unbias" "nrmse" "Salmon_align_nmrse" 50.7 "avoid"
"3041" "unbias" "nrmse" "Salmon_quasi_nmrse" 45.4 "avoid"
"3042" "unbias" "nrmse" "Salmon_SMEM_nmrse" 48.5 "avoid"
"3043" "unbias" "nrmse" "Sailfish_nmrse" 35.3 "avoid"
"3044" "unbias" "nrmse" "eXpress_nmrse" 59 "avoid"
"3045" "unbias" "nrmse" "Kallisto_nmrse" 37.2 "avoid"
"3046" "unbias" "nrmse" "RSEM_nmrse" 43.4 "avoid"
"3047" "unbias" "nrmse" "Salmon_align_nmrse" 61.7 "avoid"
"3048" "unbias" "nrmse" "Salmon_quasi_nmrse" 64.4 "avoid"
"3049" "unbias" "nrmse" "Salmon_SMEM_nmrse" 64.7 "avoid"
"3050" "unbias" "nrmse" "Sailfish_nmrse" 42.4 "avoid"
"3051" "unbias" "nrmse" "eXpress_nmrse" 47.9 "avoid"
"3052" "unbias" "nrmse" "Kallisto_nmrse" 41.7 "avoid"
"3053" "unbias" "nrmse" "RSEM_nmrse" 30 "avoid"
"3054" "unbias" "nrmse" "Salmon_align_nmrse" 47.2 "avoid"
"3055" "unbias" "nrmse" "Salmon_quasi_nmrse" 45.7 "avoid"
"3056" "unbias" "nrmse" "Salmon_SMEM_nmrse" 46.7 "avoid"
"3057" "unbias" "nrmse" "Sailfish_nmrse" 38.1 "avoid"
"3058" "unbias" "nrmse" "eXpress_nmrse" 64.9 "avoid"
"3059" "unbias" "nrmse" "Kallisto_nmrse" 38.2 "avoid"
"3060" "unbias" "nrmse" "RSEM_nmrse" 41.7 "avoid"
"3061" "unbias" "nrmse" "Salmon_align_nmrse" 71.6 "avoid"
"3062" "unbias" "nrmse" "Salmon_quasi_nmrse" 60.9 "avoid"
"3063" "unbias" "nrmse" "Salmon_SMEM_nmrse" 65.5 "avoid"
"3064" "unbias" "nrmse" "Sailfish_nmrse" 39.8 "avoid"
"3065" "unbias" "nrmse" "eXpress_nmrse" 58.7 "avoid"
"3066" "unbias" "nrmse" "Kallisto_nmrse" 41.2 "avoid"
"3067" "unbias" "nrmse" "RSEM_nmrse" 27.6 "avoid"
"3068" "unbias" "nrmse" "Salmon_align_nmrse" 44.8 "avoid"
"3069" "unbias" "nrmse" "Salmon_quasi_nmrse" 42.7 "avoid"
"3070" "unbias" "nrmse" "Salmon_SMEM_nmrse" 43.1 "avoid"
"3071" "unbias" "nrmse" "Sailfish_nmrse" 36.9 "avoid"
"3072" "unbias" "nrmse" "eXpress_nmrse" 101.1 "avoid"
"3073" "unbias" "nrmse" "Kallisto_nmrse" 36.8 "avoid"
"3074" "unbias" "nrmse" "RSEM_nmrse" 31 "avoid"
"3075" "unbias" "nrmse" "Salmon_align_nmrse" 56.2 "avoid"
"3076" "unbias" "nrmse" "Salmon_quasi_nmrse" 46.7 "avoid"
"3077" "unbias" "nrmse" "Salmon_SMEM_nmrse" 48.3 "avoid"
"3078" "unbias" "nrmse" "Sailfish_nmrse" 40.8 "avoid"
"3079" "unbias" "nrmse" "eXpress_nmrse" 56.9 "avoid"
"3080" "unbias" "nrmse" "Kallisto_nmrse" 41.4 "avoid"
"3081" "unbias" "nrmse" "RSEM_nmrse" 29 "avoid"
"3082" "unbias" "nrmse" "Salmon_align_nmrse" 43.4 "avoid"
"3083" "unbias" "nrmse" "Salmon_quasi_nmrse" 44 "avoid"
"3084" "unbias" "nrmse" "Salmon_SMEM_nmrse" 44.7 "avoid"
"3085" "unbias" "nrmse" "Sailfish_nmrse" 38.1 "avoid"
"3086" "unbias" "nrmse" "eXpress_nmrse" 46.5 "avoid"
"3087" "unbias" "nrmse" "Kallisto_nmrse" 40.5 "avoid"
"3088" "unbias" "nrmse" "RSEM_nmrse" 26.3 "avoid"
"3089" "unbias" "nrmse" "Salmon_align_nmrse" 41.7 "avoid"
"3090" "unbias" "nrmse" "Salmon_quasi_nmrse" 40.7 "avoid"
"3091" "unbias" "nrmse" "Salmon_SMEM_nmrse" 40.8 "avoid"
"3092" "unbias" "nrmse" "Sailfish_nmrse" 36.9 "avoid"
"3093" "unbias" "nrmse" "eXpress_nmrse" 50.3 "avoid"
"3094" "unbias" "nrmse" "Kallisto_nmrse" 38.7 "avoid"
"3095" "unbias" "nrmse" "RSEM_nmrse" 36 "avoid"
"3096" "unbias" "nrmse" "Salmon_align_nmrse" 55.2 "avoid"
"3097" "unbias" "nrmse" "Salmon_quasi_nmrse" 48.2 "avoid"
"3098" "unbias" "nrmse" "Salmon_SMEM_nmrse" 49.8 "avoid"
"3099" "unbias" "nrmse" "Sailfish_nmrse" 38.4 "avoid"
"3100" "unbias" "nrmse" "eXpress_nmrse" 103 "avoid"
"3101" "unbias" "nrmse" "Kallisto_nmrse" 43 "avoid"
"3102" "unbias" "nrmse" "RSEM_nmrse" 39.2 "avoid"
"3103" "unbias" "nrmse" "Salmon_align_nmrse" 51.2 "avoid"
"3104" "unbias" "nrmse" "Salmon_quasi_nmrse" 56.1 "avoid"
"3105" "unbias" "nrmse" "Salmon_SMEM_nmrse" 57.5 "avoid"
"3106" "unbias" "nrmse" "Sailfish_nmrse" 33 "avoid"
"3107" "unbias" "nrmse" "eXpress_nmrse" 54.6 "avoid"
