"Filename" "Unique" "NonUnique" "Unmapped" "NumAlignments" "NumReads"
"126" "ERR1211632" 6987140 743178 0 8960482 4412072
"127" "ERR1211474" 10905474 1149392 0 14049552 6693224
"128" "ERR1211199" 18453480 956518 0 21055414 11236488
"129" "ERR1211270" 11616496 815716 0 13723214 7306857
"130" "ERR523066" 15213948 1614900 0 19819408 9923500
"134" "ERR523084" 19501810 2822728 0 27334990 13182174
"135" "ERR1211231" 9157118 612644 0 10824266 5568643
"136" "ERR1211233" 9639152 622232 0 11327312 5824343
"137" "ERR1211560" 6952496 647348 0 8668612 4029641
"138" "ERR1211555" 1919480 443722 0 3226518 1517393
"139" "ERR1211196" 12266052 795282 0 14414812 7571885
"140" "ERR1211476" 12814196 1137518 0 15860252 7778577
"142" "ERR1211198" 14953610 1168506 0 18069448 9136905
"143" "ERR523020" 10070748 1617986 0 14505034 7250409
"144" "ERR1211650" 4170328 697232 0 6128060 2995797
"145" "ERR1211588" 7372088 749468 0 9351926 4522256
"146" "ERR1211512" 19868814 2101022 0 25335568 12128884
"148" "ERR1211465" 26015756 2654026 0 33128906 15692762
"149" "ERR1211186" 13699924 854500 0 15961526 8202956
"150" "ERR1211622" 11855034 1175888 0 15006838 7209874
"151" "ERR523037" 18120388 2252094 0 24249900 12090997
"152" "ERR1211259" 14055774 910738 0 16550766 8462001
"153" "ERR1211646" 9876202 956724 0 12391010 6041069
"155" "ERR523135" 7730066 1090724 0 10823338 5034320
"156" "ERR1211610" 14969620 1513400 0 18926690 9069258
"158" "ERR1211535" 9594708 931510 0 12110222 5933515
"159" "ERR522984" 19179670 2352680 0 25702450 12548281
"160" "ERR1211645" 7891250 875994 0 10212690 4872970
"161" "ERR1211624" 8704718 811132 0 10913568 5376940
"162" "ERR1211226" 8090432 723508 0 10132544 5167244
"163" "ERR1211616" 14818004 1986208 0 19784664 9205415
"164" "ERR1211621" 6761436 671744 0 8589478 4227025
"165" "ERR523113" 21305752 2564724 0 28087484 13788298
"166" "ERR1211506" 11896534 1472854 0 15897336 7499115
"167" "ERR1211271" 7539990 1889110 0 14750312 5997439
"168" "ERR1211215" 11765352 1159736 0 14594100 7527603
"169" "ERR1211205" 9124704 813664 0 11473912 5764090
"170" "ERR522952" 273912 43238 0 422812 1652399
"171" "ERR1211617" 11162392 1159904 0 14273828 6805612
"172" "ERR1211200" 13283886 853994 0 15631066 7980649
"173" "ERR522885" 7983794 1272772 0 11479228 5632422
"174" "ERR1211490" 8770898 1022952 0 11358098 5308875
"175" "ERR1211515" 16151252 1615106 0 20398924 9962941
"176" "ERR1211598" 13183318 1248120 0 16464692 7926043
"177" "ERR1211570" 7587212 747882 0 9528164 4641404
"178" "ERR1211498" 12029472 1426382 0 15868084 7532842
"179" "ERR1211591" 15114056 1721824 0 19519486 9302935
"180" "ERR1211606" 11123854 1186498 0 14162250 6854518
"181" "ERR1211613" 9579618 944050 0 12066822 5777327
"182" "ERR523073" 6443104 1048480 0 9348342 4451053
"183" "ERR1211250" 4758522 787684 0 6857666 3711307
"184" "ERR1211526" 5717706 637766 0 7439772 3566064
"185" "ERR523126" 17078648 1788350 0 21899306 11039856
"187" "ERR1211193" 23137064 1083926 0 26056542 13562102
"188" "ERR1211652" 3146710 723274 0 5016528 2381587
"189" "ERR1211482" 4854138 913752 0 7388216 3537353
"191" "ERR1211471" 8817740 2221950 0 15891630 6758679
"192" "ERR1211269" 11106378 682584 0 13030138 6915578
"193" "ERR1211572" 8465490 896488 0 10859978 5273100
"194" "ERR522864" 10022054 1426920 0 13787000 6797207
"195" "ERR1211177" 14594096 835900 0 16783658 8748083
"198" "ERR1211470" 10564264 974608 0 13162582 6393572
"199" "ERR1211185" 12037806 931466 0 14471924 7459611
"202" "ERR523006" 16011488 2439138 0 22727652 11007508
"203" "ERR1211499" 9565636 1005964 0 12265578 5921268
"204" "ERR522934" 7181254 1047488 0 10157890 5066491
"205" "ERR1211220" 13866230 842338 0 16003308 8292365
"206" "ERR1211256" 12744466 572660 0 14178292 7627110
"207" "ERR523125" 5213010 893892 0 7734786 3816493
"208" "ERR1211481" 9285908 967814 0 11830298 5791093
"209" "ERR1211244" 12816170 420202 0 13924856 7572274
"210" "ERR1211188" 9476716 762384 0 11620742 5950647
"211" "ERR1211548" 18435812 2733886 0 24886696 12040603
"212" "ERR1211246" 879024 71692 0 1045530 551258
"213" "ERR1211644" 8358872 837648 0 10491358 5100906
"214" "ERR1211513" 13417944 1523722 0 17555284 8345299
"216" "ERR1211618" 12331048 1058906 0 15194782 7432282
"217" "ERR1211635" 6808154 615232 0 8491582 4167766
"218" "ERR1211493" 9956436 1354202 0 13719858 6457596
"219" "ERR1211206" 22025204 1154276 0 25057598 13006869
"220" "ERR1211239" 13006254 850898 0 15264326 8064775
"221" "ERR1211537" 368612 49776 0 508256 250177
"222" "ERR1211191" 13216850 1010028 0 16064174 8098410
"223" "ERR1211263" 9305782 661614 0 11123778 5744904
"224" "ERR1211225" 17875126 804022 0 19955878 10745576
"225" "ERR1211229" 12224876 1130002 0 15768484 7979922
"226" "ERR1211655" 11780512 1177980 0 14999668 7368090
"227" "ERR1211525" 15858530 1920018 0 21001764 9938103
"228" "ERR1211510" 17320818 2529378 0 23494248 11277488
"231" "ERR1211653" 11029590 1142994 0 14002682 6727818
"232" "ERR1211488" 11275846 1220082 0 14522192 7004383
"233" "ERR1211245" 15114054 764128 0 17022946 9110092
"234" "ERR1211554" 12699304 1455362 0 16547498 7911567
"235" "ERR1211176" 16696862 1105850 0 19345122 10219727
"236" "ERR523059" 13712806 2118894 0 19420900 9545528
"237" "ERR523064" 337226 52528 0 512282 1435762
"238" "ERR1211475" 3706 442 0 4924 4185
"239" "ERR522906" 9988390 1627546 0 14529740 6944441
"240" "ERR523199" 10892096 1363120 0 14588600 7255343
"241" "ERR1211600" 14909876 1555196 0 18954948 9020767
"242" "ERR522818" 16276 2712 0 23334 41310
"243" "ERR1211566" 11508280 1174586 0 14647730 6988614
"244" "ERR522883" 14213892 2202234 0 20098032 9884121
"245" "ERR523197" 9522992 1286920 0 13090876 6481562
"247" "ERR522892" 10546662 1458774 0 14685536 7231315
"248" "ERR1211549" 17625124 2319134 0 23389068 11409026
"249" "ERR522850" 10397638 1624628 0 14903104 7494621
"250" "ERR1211182" 7050400 650890 0 8777456 4477188
"251" "ERR1211240" 9108334 694704 0 10988766 5614378
"252" "ERR522946" 23396470 2967062 0 31487886 15217043
"253" "ERR1211202" 13457648 927014 0 15754810 8475640
"254" "ERR1211507" 14128754 1473146 0 18096844 8723198
"255" "ERR1211264" 8267332 620968 0 9891394 5200650
"256" "ERR523080" 10312328 1975718 0 15685300 7581372
"258" "ERR1211557" 5827772 788164 0 7944924 3777552
"259" "ERR1211553" 10892684 1225930 0 14170468 6811861
"260" "ERR1211180" 9593790 626112 0 11290142 5767849
"261" "ERR1211562" 6202496 658722 0 7975110 3852735
"262" "ERR523188" 18778140 2596978 0 25706502 12642826
"263" "ERR522921" 422192 62838 0 640822 3365515
"265" "ERR1211603" 13198558 1401276 0 16973318 8115858
"266" "ERR1211484" 11826962 1294050 0 15237260 7357616
"267" "ERR1211181" 4752830 480762 0 6091798 3103575
"268" "ERR1211568" 4593554 545920 0 5978396 2887985
"269" "ERR1211551" 6746248 755300 0 8866520 4301365
"270" "ERR1211179" 12845650 1097878 0 15730380 7858868
"271" "ERR1211236" 21341916 1072020 0 24093460 12997151
"272" "ERR1211211" 14329726 951302 0 16906156 8666215
"273" "ERR1211619" 9922 1090 0 12698 12626
"274" "ERR1211633" 11068690 1091356 0 13899370 6729384
"275" "ERR1211267" 8585804 561486 0 10093566 5218476
"276" "ERR1211559" 4039850 488838 0 5372852 2648802
"277" "ERR1211638" 3266626 1522404 0 7776404 3601261
"278" "ERR1211649" 9297028 1011998 0 12016810 5744014
"279" "ERR1211533" 6365794 734350 0 8439074 4085668
"280" "ERR1211501" 20113828 2230754 0 26279598 12286518
"281" "ERR523005" 18906716 2301704 0 25181528 12487475
"282" "ERR1211494" 17124032 1572768 0 21306258 10408933
"283" "ERR522999" 25940224 3737692 0 35999178 17254375
"284" "ERR1211552" 6059318 725058 0 8024802 3920661
"285" "ERR1211608" 7932380 874634 0 10295174 4996582
"286" "ERR1211569" 9602798 936154 0 11989322 5759809
"287" "ERR1211602" 23921106 2609836 0 30438970 14537848
"288" "ERR1211212" 12714728 1186644 0 16200764 7957607
"289" "ERR1211546" 7840756 766248 0 9928668 4888435
"290" "ERR1211487" 9911172 1093292 0 12874292 6169290
"292" "ERR1211214" 8735848 894570 0 11545508 5699599
"293" "ERR1211466" 2802020 495086 0 3923626 1794572
"294" "ERR1211262" 6360612 551312 0 7902554 4062940
"295" "ERR1211586" 15249594 1509758 0 19252770 9254693
"296" "ERR523160" 26826496 3001054 0 35029296 17242789
"297" "ERR1211640" 5742540 643930 0 7494804 3696678
"299" "ERR1211520" 13029752 1321024 0 16528570 8001880
"300" "ERR1211575" 11313584 1401768 0 14776636 7030400
"301" "ERR1211532" 10697310 1074616 0 13563090 6615548
"302" "ERR522995" 15406270 2266000 0 21636454 10462068
"303" "ERR1211216" 5350572 452268 0 6626882 3386210
"304" "ERR523111" 8262718 1141954 0 11472600 5575471
"305" "ERR1211468" 7533334 797370 0 9752092 4672757
"306" "ERR1211623" 5303004 745978 0 7214110 3562794
"307" "ERR1211258" 9358908 824044 0 11610062 5844745
"308" "ERR1211479" 3427312 1068100 0 6212214 3085204
"309" "ERR1211582" 8751346 872630 0 11072118 5433488
"310" "ERR1211596" 7415322 1153748 0 10238882 4898170
"311" "ERR1211266" 6548564 508394 0 7931710 4086551
"312" "ERR1211574" 14694126 1451754 0 18391566 8842731
"313" "ERR1211539" 13473484 2314242 0 18832374 9094088
"314" "ERR1211238" 15718716 952090 0 18089610 9718232
"315" "ERR1211485" 8151796 890234 0 10517224 5119329
"316" "ERR522948" 10553562 1563292 0 14747620 7430672
"317" "ERR523046" 11665776 1583872 0 15966782 7875970
"318" "ERR1211604" 13260548 1460864 0 16901362 8057146
"319" "ERR523178" 10827328 1618528 0 15479438 7682317
"320" "ERR1211605" 10818798 1002478 0 13452544 6540571
"321" "ERR1211218" 13623508 953992 0 16169000 8156244
"322" "ERR522869" 11484890 2391766 0 16938776 8183651
"323" "ERR1211543" 9010012 1143156 0 11964438 5747633
"324" "ERR1211254" 7278072 665384 0 9220316 4686733
"325" "ERR1211253" 15915780 1117350 0 18812090 9676151
"326" "ERR1211614" 17952412 1703658 0 22328114 10763904
"328" "ERR1211480" 10054326 1032580 0 12892748 6265390
"330" "ERR522860" 21710080 3208486 0 30535458 14823859
"332" "ERR1211581" 6178248 1192858 0 8960742 4424891
"333" "ERR1211249" 8380170 873438 0 10559690 5502706
"334" "ERR522902" 10120944 1510162 0 14306026 7096472
"335" "ERR1211235" 14156824 928500 0 16422164 8738949
"336" "ERR1211607" 9243666 1054634 0 12038870 5772840
"338" "ERR1211627" 16311134 1519500 0 20408366 9789203
"339" "ERR1211251" 9142282 774344 0 11215836 5644813
"340" "ERR1211587" 6273610 636904 0 7959494 3847223
"341" "ERR1211534" 10968826 1313044 0 14385284 6929406
"342" "ERR1211590" 18417808 1613020 0 22447940 10991316
"344" "ERR523195" 7374208 1000108 0 10156750 5020981
"345" "ERR1211521" 7588018 960012 0 10209226 4850240
"346" "ERR1211242" 19498870 946366 0 21930248 11657234
"347" "ERR522931" 11820660 1748428 0 16552184 8014027
"348" "ERR523040" 7031766 1150744 0 10259260 5019978
"349" "ERR523180" 15813508 2435544 0 21890736 10472619
"350" "ERR1211577" 8114650 865872 0 10396832 5076394
"351" "ERR1211219" 10578302 676740 0 12298366 6485424
"352" "ERR523092" 14452094 2008582 0 19895760 9782542
"354" "ERR1211637" 11644334 1176146 0 14695290 7081080
"355" "ERR1211237" 17224112 1097824 0 20266088 10345755
"356" "ERR1211192" 15602470 1003326 0 18229834 9405661
"357" "ERR1211194" 9629476 805170 0 11947814 6043919
"358" "ERR1211473" 14383488 1278662 0 17799858 8661819
"359" "ERR1211578" 11041862 1090262 0 13947592 6801944
"360" "ERR1211224" 16166500 1071760 0 19096396 9787466
"361" "ERR1211514" 23351908 4586534 0 33814686 15777071
"362" "ERR523206" 10728592 1814310 0 15782050 7521617
"363" "ERR1211599" 8737274 895510 0 11176870 5401373
"364" "ERR1211595" 18718566 1803242 0 23447942 11194101
"365" "ERR523060" 13923570 2030596 0 19640126 9426805
"366" "ERR1211257" 10462092 706988 0 12343706 6360619
"367" "ERR522830" 16950642 2357192 0 23247306 11503133
"369" "ERR523090" 8139188 1473484 0 12369470 5884059
"370" "ERR1211547" 12451408 1171404 0 15454574 7628800
"371" "ERR522829" 12727714 1793920 0 17728892 8653871
"372" "ERR522950" 16056502 2686642 0 23714476 11192097
"374" "ERR523063" 8270438 1155870 0 11430226 5556189
"377" "ERR1211247" 12247866 833436 0 14454180 7611443
"378" "ERR1211615" 12585924 1378048 0 16306680 7814863
"379" "ERR1211651" 14968650 1457866 0 18722096 9027774
"380" "ERR1211530" 16325626 1858542 0 21292214 10219603
"381" "ERR1211260" 18782840 955384 0 21113424 11312324
"382" "ERR523118" 11050502 1568138 0 15031880 7390482
"383" "ERR1211508" 13548864 3709952 0 26103818 10802330
"384" "ERR523203" 23980740 3387084 0 32990400 15756027
"385" "ERR1211579" 13723416 1342012 0 17220496 8302503
"386" "ERR1211625" 8884824 1981828 0 15386564 6345306
"387" "ERR1211528" 10742102 1082068 0 13608326 6665085
"388" "ERR522909" 15062558 1854296 0 19989196 10084892
"389" "ERR523007" 10436528 1477864 0 14459312 7046563
"390" "ERR1211634" 11711614 1172586 0 14786060 7195019
"392" "ERR1211601" 15283124 1553422 0 19317936 9186504
"394" "ERR522819" 7955570 1267442 0 11404816 5692124
"395" "ERR523174" 12621924 1764698 0 17184988 8480937
"396" "ERR1211519" 11209524 1248982 0 14775956 7072809
"397" "ERR1211497" 10178234 1083354 0 13038830 6329721
"398" "ERR522878" 11390752 1429404 0 15468580 7682838
"399" "ERR1211597" 12667684 1407854 0 16367028 7778309
"401" "ERR522998" 13883132 1891930 0 19050570 9452451
"402" "ERR522973" 12804108 2104348 0 18176648 8747628
"403" "ERR523142" 17818414 2686938 0 25000560 12091132
"404" "ERR1211464" 23325872 2112222 0 28772618 13920457
"405" "ERR1211503" 18939252 1815026 0 23713566 11364934
"406" "ERR522847" 9764970 1344074 0 13514712 6637246
"407" "ERR1211207" 18616572 978732 0 20993934 11176729
"408" "ERR522924" 19394646 2675082 0 26693646 12301210
"409" "ERR1211197" 18810004 842798 0 20919094 11279495
"410" "ERR523035" 18745230 2836170 0 26136634 12653303
"411" "ERR523194" 17592130 2565432 0 24082976 11978810
"413" "ERR522871" 18420382 2229524 0 24354282 12200461
"414" "ERR1211654" 16432550 1839372 0 21246666 10080542
"415" "ERR522920" 19067898 2386568 0 25465422 12232331
"416" "ERR523153" 10880516 1574774 0 15250524 7459668
"417" "ERR1211477" 18628828 3199888 0 25939448 12376095
"418" "ERR1211576" 16479960 1660896 0 20723136 9966243
"419" "ERR523124" 20775378 2968910 0 28657056 13694467
"420" "ERR1211630" 14912050 2179148 0 20212176 9466413
"421" "ERR1211504" 21838750 2884462 0 28845388 13929219
"422" "ERR523204" 13735054 2297944 0 20168404 9707130
"423" "ERR1211518" 23539848 3400850 0 31538106 15237345
"424" "ERR522986" 21755206 13571510 0 49936172 21395731
"426" "ERR522855" 17350030 2251618 0 23395994 11561496
"427" "ERR1211516" 19994038 2368954 0 26047430 12556492
"428" "ERR523130" 22104590 3028754 0 30014358 14537771
"429" "ERR1211639" 19079684 2547826 0 25160254 11979983
"430" "ERR522881" 30123252 3897962 0 40576756 19852851
"431" "ERR522874" 22785418 3060526 0 31154862 15265724
"432" "ERR523143" 11493482 10733830 0 33237740 15546376
